feedback,issue,distance,53/150,,1suggestion,,19/50,,2suggestion,,37/100,,,Matching Bug Report,Firefox,Matching Bug Report,Nextcloud,Matching Bug Report,Signal,Matching Bug Report,VLC,,,,Matching?Bug?Report,ALL
"Browser is so slow at loading pages and crashes the majority of the time I use it. Most of the time I get so frustrated with it that I go and use chrome because I dont have any issuess when I use chrome and I hate chrome and would prefer not to use it. I like the desktop version of firefox, but this mobile version is garbage. I never knew how bad a browser could be until I used this one. Almost every time I try to go to a new page it either takes 5 minutes to load or doesnt load or crashes.",Firefox app - loading page caused phone to slow,[0.7464935],1,,,,,,"Extremely high battery drain on my device. There are multiple people on forums everywhere complaining about this, I tried reinstalling, but that was a waste of time and, lost all my FF data because Sync didn't really synchronize my data. Back to finding another browser ffs.","Since last update wont load proper page. Crrashes constantly,  runs bad scripts. Very frustrating.",1,,,TRUE,0.7464935,FALSE,0.6752084,FALSE,0.76752096,FALSE,0.5972406,,,,TRUE,0.72944
"Browser is so slow at loading pages and crashes the majority of the time I use it. Most of the time I get so frustrated with it that I go and use chrome because I dont have any issuess when I use chrome and I hate chrome and would prefer not to use it. I like the desktop version of firefox, but this mobile version is garbage. I never knew how bad a browser could be until I used this one. Almost every time I try to go to a new page it either takes 5 minutes to load or doesnt load or crashes.","With ""don't keep activities"", possible to put the browser in a bad state where no pages load",[0.73899925],0,,,,,,I am having an awful experience using Firefox on my android cell phone. Firefox keeps loading on my history pages that I have not accessed some of which are unacceptable sites. It also keeps disrupting my work flashing posts and adds. Everyday I have to Uninstal Firefox so that I can work on my cell. This does not happen on my table computer. What is going on is there a virus on this app? Getting very frustrated with Firefox.,"Firefox is unstable, crashing multiple times, even affects other Android Apps on Xperia Mini",0,,,FALSE,0.73899925,FALSE,0.67399716,TRUE,0.7546034,FALSE,0.58289695,,,,TRUE,0.668998
"The browser always crash for no reason, this version is whacked I swear.",Browser crashes continuously on restart after a flash crash,[0.78982985],1,,,,,,I am having an awful experience using Firefox on my android cell phone. Firefox keeps loading on my history pages that I have not accessed some of which are unacceptable sites. It also keeps disrupting my work flashing posts and adds. Everyday I have to Uninstal Firefox so that I can work on my cell. This does not happen on my table computer. What is going on is there a virus on this app? Getting very frustrated with Firefox.,Firefox for Android mobile has a massive bug  Because it keep going close while I am busy on a website,0,,,TRUE,0.78982985,TRUE,0.6437135,FALSE,0.67830825,FALSE,0.46381485,,,,TRUE,0.755251
"The browser always crash for no reason, this version is whacked I swear.","With ""don't keep activities"", possible to put the browser in a bad state where no pages load",[0.75397956],1,,,,,,Latest version crashes after 2 mins of usage. Needs to be force quit and restarted to not crash whole phone. When is the next update coming to fix this? I have to install another browser until it's fixed.,after selecting firefox from 'recently used apps list' browser displays a white screen about 2 second delay and then forces page reload,0,,,TRUE,0.75397956,TRUE,0.63623846,FALSE,0.66492933,FALSE,0.46124926,,,,TRUE,0.68432
"The browser always crash for no reason, this version is whacked I swear.",'Open in Browser' action doesn't work from the first attempt,[0.7194609],1,,,,,,Latest version crashes after 2 mins of usage. Needs to be force quit and restarted to not crash whole phone. When is the next update coming to fix this? I have to install another browser until it's fixed.,Downloaded files not appearing in about:downloads until browser restart,0,,,TRUE,0.7194609,FALSE,0.6346816,FALSE,0.65645874,FALSE,0.4562379,,,,TRUE,0.682051
1. The menu of the selected text does not show all options which the google chrome does. 2. the Pul-down to refresh doesn't work.,Custom Tabs: The menu is not displayed in the right position when rotating the device,[0.75369346],0,,,,,,"Restore tabs are buggy, my tabs won't close properly and they always come back next time I open Firefox.","Sometimes scroll is not working on page after restarting the browser with ""Always restore tabs"" enabled",0,,,FALSE,0.75369346,FALSE,0.6209762,FALSE,0.7399298,FALSE,0.65906197,,,,TRUE,0.677478
1. The menu of the selected text does not show all options which the google chrome does. 2. the Pul-down to refresh doesn't work.,Menu button icon not working when when tab options are open,[0.7211296],0,,,,,,"Restore tabs are buggy, my tabs won't close properly and they always come back next time I open Firefox.",Firesfox on HTC is always crashed  when open many tabs,0,,,FALSE,0.7211296,FALSE,0.60397965,FALSE,0.67826474,FALSE,0.6207741,,,,TRUE,0.703849
1. The menu of the selected text does not show all options which the google chrome does. 2. the Pul-down to refresh doesn't work.,Text input into the URL bar does not display all characters typed,[0.7196175],0,,,,,,"When I download a file, I have 2 notifications. One says the download completed, and another one animated saying the file is at 90% (sometime 98, 89,..) and it never leaves the notification bar. The file is correctly downloaded, but the notification doesnt disappear until I disable notification for FF",Hide download notification if the download opens on completion,0,,,FALSE,0.7196175,FALSE,0.6007799,FALSE,0.6631768,FALSE,0.6020838,,,,TRUE,0.691814
"Slow and with updates getting all the time more complicated to use. Still, is my go to browser, my only browser which I use when I need to trust the browser, f.ex shopping etc.",Custom Tabs load the page slow if the browser isn't in background,[0.65130854],1,,,,,,"When I download a file, I have 2 notifications. One says the download completed, and another one animated saying the file is at 90% (sometime 98, 89,..) and it never leaves the notification bar. The file is correctly downloaded, but the notification doesnt disappear until I disable notification for FF",Unable to open files by tapping the download complete notification,0,,,TRUE,0.65130854,FALSE,0.77512836,FALSE,0.7025846,FALSE,0.6051931,,,,TRUE,0.697175
"Slow and with updates getting all the time more complicated to use. Still, is my go to browser, my only browser which I use when I need to trust the browser, f.ex shopping etc.","Sometimes scroll is not working on page after restarting the browser with ""Always restore tabs"" enabled",[0.6478702],0,,,,,,,,,,,FALSE,0.6478702,FALSE,0.77483696,FALSE,0.693503,FALSE,0.603927,,,,TRUE,0.662015
"Slow and with updates getting all the time more complicated to use. Still, is my go to browser, my only browser which I use when I need to trust the browser, f.ex shopping etc.","Zooming ""too close"" on repeated occasions leads to zoom issues until browser is restarted",[0.64382684],0,,,,,,,,,,,FALSE,0.64382684,FALSE,0.7591148,FALSE,0.6866679,FALSE,0.5949358,,,,TRUE,0.709919
"everytime I search directly in the address bar, either I need to do it again cause the browser doesn't detect the search, or I have to wait until the page is loaded to see if the web page was even doing anything in the first place. but otherwise, Mozilla is fantastic. Great mission. Good UI",odd experience when doing Google search from within browser,[0.6644212],0,,,,,,,,,,,FALSE,0.6644212,FALSE,0.5979183,FALSE,0.72311157,FALSE,0.6877284,,,,TRUE,0.708952
"everytime I search directly in the address bar, either I need to do it again cause the browser doesn't detect the search, or I have to wait until the page is loaded to see if the web page was even doing anything in the first place. but otherwise, Mozilla is fantastic. Great mission. Good UI",redirect pages do not update the url bar with the correct webpage,[0.658484],0,,,,,,,,,,,FALSE,0.658484,FALSE,0.5969323,FALSE,0.7181121,TRUE,0.64626116,,,,TRUE,0.710066
"everytime I search directly in the address bar, either I need to do it again cause the browser doesn't detect the search, or I have to wait until the page is loaded to see if the web page was even doing anything in the first place. but otherwise, Mozilla is fantastic. Great mission. Good UI",Long Delay before on every first webpage connect (try),[0.64822626],0,,,,,,,,,,,FALSE,0.64822626,FALSE,0.59307456,FALSE,0.7134391,FALSE,0.6395699,,,,TRUE,0.697103
Videos or songs don't stop playing after you shut down the app. Have to force stop or turn volume off to stop.,"Video plays only sound, can't pause or stop",[0.6419803],0,,,,,,,,,,,FALSE,0.6419803,FALSE,0.62293077,TRUE,0.72050804,FALSE,0.5675707,,,,TRUE,0.695727
Videos or songs don't stop playing after you shut down the app. Have to force stop or turn volume off to stop.,Regression: Download cannot be paused after saving content through context menu,[0.62725294],0,,,,,,,,,,,FALSE,0.62725294,FALSE,0.6089525,FALSE,0.71413803,FALSE,0.5654403,,,,TRUE,0.783219
Videos or songs don't stop playing after you shut down the app. Have to force stop or turn volume off to stop.,"Selecting ""No video"" and ""No audio"" options from the permission prompt still shows the content of the device camera and the audio active",[0.62470305],0,,,,,,,,,,,FALSE,0.62470305,FALSE,0.6076634,FALSE,0.7037622,FALSE,0.55962354,,,,TRUE,0.639713
"I'm trying to cast to my roku, but there is no casting tab when I try to browse movies online.",Can't fling TED video to roku,[0.68380845],0,,,,,,,,,,,FALSE,0.68380845,TRUE,0.72943974,FALSE,0.7773427,FALSE,0.572137,,,,TRUE,0.66778
"I'm trying to cast to my roku, but there is no casting tab when I try to browse movies online.",the âSend to Deviceâ?icon does not appear in the URL bar even after Roku Firefox Nightly installed.,[0.6386973],0,,,,,,,,,,,FALSE,0.6386973,TRUE,0.6689982,TRUE,0.7723749,FALSE,0.49255222,,,,TRUE,0.739162
"I'm trying to cast to my roku, but there is no casting tab when I try to browse movies online.","[Roku] When streaming video on Roku, controls aren't matched up",[0.6285356],0,,,,,,,,,,,FALSE,0.6285356,FALSE,0.65942883,TRUE,0.76605034,FALSE,0.49139583,,,,TRUE,0.720355
"Not keen on firefox as a obile device browser. I was unable to download any pdf document, which as a uni student is very frustrating.",Bad experience with no Firefox browser installed,[0.7192111],0,,,,,,,,,,,FALSE,0.7192111,FALSE,0.6614847,FALSE,0.646829,FALSE,0.47802192,,,,TRUE,0.709174
"Not keen on firefox as a obile device browser. I was unable to download any pdf document, which as a uni student is very frustrating.","Firefox 56.0 ver Save Pdf not working properly on Samsung Note 8,,*",[0.7104686],1,,,,,,,,,,,TRUE,0.7104686,FALSE,0.6462524,TRUE,0.567109,FALSE,0.4678374,,,,TRUE,0.66132
"Not keen on firefox as a obile device browser. I was unable to download any pdf document, which as a uni student is very frustrating.",Send Tab to Device does not work from Firefox to Firefox for Android,[0.6882467],0,,,,,,,,,,,FALSE,0.6882467,FALSE,0.64324284,FALSE,0.56208444,FALSE,0.4651667,,,,TRUE,0.757891
was once best browser for android... now it got worse than before.... the extensions are not available for android ... when I hit on add-ons it shows me windows as platform...most extensions don't work... and flash support has been removed... after latest update it started to lag and crash on s9 plus android 9.0... Firefox was best for android...few years back.... did you have to mess it up like that?,Firefox for Android for Intel crashes frequently when slowly scrolling,[0.71841747],1,,,,,,,,,,,TRUE,0.71841747,TRUE,0.75525063,TRUE,0.7980746,FALSE,0.54531777,,,,TRUE,0.634431
was once best browser for android... now it got worse than before.... the extensions are not available for android ... when I hit on add-ons it shows me windows as platform...most extensions don't work... and flash support has been removed... after latest update it started to lag and crash on s9 plus android 9.0... Firefox was best for android...few years back.... did you have to mess it up like that?,Full-screen browsing feature is broken in Nightly Android,[0.7134235],0,,,,,,,,,,,FALSE,0.7134235,FALSE,0.73117757,FALSE,0.77888423,FALSE,0.5036576,,,,TRUE,0.575471
was once best browser for android... now it got worse than before.... the extensions are not available for android ... when I hit on add-ons it shows me windows as platform...most extensions don't work... and flash support has been removed... after latest update it started to lag and crash on s9 plus android 9.0... Firefox was best for android...few years back.... did you have to mess it up like that?,Firefox for Android crashes on start when installed as a system app (regression),[0.71072495],1,,,,,,,,,,,TRUE,0.71072495,FALSE,0.7110065,FALSE,0.77421784,FALSE,0.48003173,,,,TRUE,0.553237
"It's the slowest app on the planet. I've used it for years, for its ability to copy a file into a pdf. But the initial speed was always slow. I have it paired with my weather app. now and it takes a whole minute to 2 minutes to work the radar function.",Typing in Google search field is hideously slow,[0.59874964],1,,,,,,,,,,,TRUE,0.59874964,FALSE,0.6523392,FALSE,0.7238903,FALSE,0.6309017,,,,TRUE,0.758828
"It's the slowest app on the planet. I've used it for years, for its ability to copy a file into a pdf. But the initial speed was always slow. I have it paired with my weather app. now and it takes a whole minute to 2 minutes to work the radar function.",Very slow page load performance in the last two weeks,[0.5885727],1,,,,,,,,,,,TRUE,0.5885727,FALSE,0.6357466,FALSE,0.69441235,FALSE,0.6036272,,,,TRUE,0.68926
"It's the slowest app on the planet. I've used it for years, for its ability to copy a file into a pdf. But the initial speed was always slow. I have it paired with my weather app. now and it takes a whole minute to 2 minutes to work the radar function.",SkiaGL PDF.js demo rendering slow and buggy,[0.58031416],1,,,,,,,,,,,TRUE,0.58031416,FALSE,0.6275748,FALSE,0.68157166,FALSE,0.58638847,,,,TRUE,0.665609
Since the update the app crashes non stop and its so bad it messes up the crash report and the rest of my phone. It is straight trash someone should be fired for coding this garbage.,"Since last update wont load proper page. Crrashes constantly,  runs bad scripts. Very frustrating.",[0.7646749],1,,,,,,,,,,,TRUE,0.7646749,FALSE,0.70340407,FALSE,0.7157153,FALSE,0.665432,,,,TRUE,0.642094
Since the update the app crashes non stop and its so bad it messes up the crash report and the rest of my phone. It is straight trash someone should be fired for coding this garbage.,latest update crashes constantly,[0.72117156],1,,,,,,,,,,,TRUE,0.72117156,FALSE,0.6958586,FALSE,0.69249034,FALSE,0.65376496,,,,TRUE,0.61135
Since the update the app crashes non stop and its so bad it messes up the crash report and the rest of my phone. It is straight trash someone should be fired for coding this garbage.,Crashes when installing apps,[0.7179701],1,,,,,,,,,,,TRUE,0.7179701,FALSE,0.68937063,FALSE,0.69051135,FALSE,0.6338575,,,,TRUE,0.76784
crashes nearly every time I use it for an extended period.,Crashes continuously,[0.66418606],1,,,,,,,,,,,TRUE,0.66418606,TRUE,0.68431985,FALSE,0.67806435,FALSE,0.49305683,,,,TRUE,0.736083
crashes nearly every time I use it for an extended period.,Frequent crash on shutdown,[0.59671074],1,,,,,,,,,,,TRUE,0.59671074,TRUE,0.68205124,FALSE,0.6767706,FALSE,0.43800533,,,,TRUE,0.710732
crashes nearly every time I use it for an extended period.,Closing many tabs quickly can break page loading,[0.5828087],0,,,,,,,,,,,FALSE,0.5828087,TRUE,0.6774783,FALSE,0.656095,FALSE,0.43558633,,,,TRUE,0.696505
"Slow, bad ui, and crashes a LOT. Horrible replacement for chrome in it's current state, Opera is faster and more stable.","Very slow, choppy performance of SVG compared to Chrome on same device (example included)",[0.676301],1,,,,,,,,,,,TRUE,0.676301,FALSE,0.7260858,FALSE,0.7144107,FALSE,0.6083795,,,,TRUE,0.799633
"Slow, bad ui, and crashes a LOT. Horrible replacement for chrome in it's current state, Opera is faster and more stable.",Scrolling on Android stutters badly compared to Chrome,[0.6644161],1,,,,,,,,,,,TRUE,0.6644161,TRUE,0.7038486,FALSE,0.6824256,FALSE,0.58939826,,,,TRUE,0.754603
"Slow, bad ui, and crashes a LOT. Horrible replacement for chrome in it's current state, Opera is faster and more stable.","Sync occasionally spins the CPU, making interaction very slow and the phone hot",[0.5915201],1,,,,,,,,,,,TRUE,0.5915201,TRUE,0.6918137,FALSE,0.6805476,FALSE,0.5873266,,,,TRUE,0.720508
"It is the best browser for android, shame it started crashing after 2 minutes of usage since the last update. Edit: a popup blocker seems to cause crashing, 4 stars for now.",firefox crashes since upgrade to android 4.2,[0.72858155],1,,,,,,,,,,,TRUE,0.72858155,TRUE,0.69717467,TRUE,0.6868643,TRUE,0.58882105,,,,TRUE,0.772375
"It is the best browser for android, shame it started crashing after 2 minutes of usage since the last update. Edit: a popup blocker seems to cause crashing, 4 stars for now.",Android 7.1.2. It's most of the time even worse than in this picture: https://imgur.com/a/amXWr  Something like 40%. Had to switch to another browser in a meanwhile until it get fixed. Can I help you by sending some data or anything?,[0.6489771],0,,,,,,,,,,,FALSE,0.6489771,TRUE,0.66201484,FALSE,0.65024734,TRUE,0.55066633,,,,TRUE,0.76605
"It is the best browser for android, shame it started crashing after 2 minutes of usage since the last update. Edit: a popup blocker seems to cause crashing, 4 stars for now.",Firefox Beta crashes on a Nexus 7 after update to Android 4.2,[0.64183784],1,,,,,,,,,,,TRUE,0.64183784,FALSE,0.6582862,FALSE,0.64360154,FALSE,0.54570466,,,,TRUE,0.567109
"I am trying to add an ad blocker and it leads to a page suggesting ads suitable for me. I dont really know what I am doing , except going round in circles!","Custom tabs: If user has ad blocker add-on installed, enable ad blocking in custom tabs",[0.60487074],0,,,,,,,,,,,FALSE,0.60487074,FALSE,0.6735357,TRUE,0.79029846,FALSE,0.5324185,,,,TRUE,0.798075
"I am trying to add an ad blocker and it leads to a page suggesting ads suitable for me. I dont really know what I am doing , except going round in circles!","Cannot disable search suggestions, shows ads instead",[0.5976646],0,,,,,,,,,,,FALSE,0.5976646,FALSE,0.62003016,FALSE,0.7483649,FALSE,0.5261684,,,,TRUE,0.686864
"I am trying to add an ad blocker and it leads to a page suggesting ads suitable for me. I dont really know what I am doing , except going round in circles!",Visiting some urls redirect me to facebook unless when using private window,[0.5613847],0,,,,,,,,,,,FALSE,0.5613847,FALSE,0.6193229,FALSE,0.7411277,FALSE,0.52583283,,,,TRUE,0.790298
"Extremely high battery drain on my device. There are multiple people on forums everywhere complaining about this, I tried reinstalling, but that was a waste of time and, lost all my FF data because Sync didn't really synchronize my data. Back to finding another browser ffs.",Firefox browser crashes when downloading multiple files,[0.7059859],1,,,,,,,,,,,TRUE,0.7059859,FALSE,0.6752651,FALSE,0.5563817,FALSE,0.6564249,,,,TRUE,0.546453
"Extremely high battery drain on my device. There are multiple people on forums everywhere complaining about this, I tried reinstalling, but that was a waste of time and, lost all my FF data because Sync didn't really synchronize my data. Back to finding another browser ffs.","Since last update wont load proper page. Crrashes constantly,  runs bad scripts. Very frustrating.",[0.7009615],1,,,,,,,,,,,TRUE,0.7009615,FALSE,0.6749779,FALSE,0.5530187,FALSE,0.6455231,,,,TRUE,0.728058
"Extremely high battery drain on my device. There are multiple people on forums everywhere complaining about this, I tried reinstalling, but that was a waste of time and, lost all my FF data because Sync didn't really synchronize my data. Back to finding another browser ffs.",Browser crashes continuously on restart after a flash crash,[0.69220614],1,,,,,,,,,,,TRUE,0.69220614,FALSE,0.673448,TRUE,0.54645276,FALSE,0.61373985,,,,TRUE,0.783043
I am having an awful experience using Firefox on my android cell phone. Firefox keeps loading on my history pages that I have not accessed some of which are unacceptable sites. It also keeps disrupting my work flashing posts and adds. Everyday I have to Uninstal Firefox so that I can work on my cell. This does not happen on my table computer. What is going on is there a virus on this app? Getting very frustrated with Firefox.,"Firefox is unstable, crashing multiple times, even affects other Android Apps on Xperia Mini",[0.7571446],0,,,,,,,,,,,FALSE,0.7571446,FALSE,0.7234139,TRUE,0.7280578,FALSE,0.71565497,,,,TRUE,0.769272
I am having an awful experience using Firefox on my android cell phone. Firefox keeps loading on my history pages that I have not accessed some of which are unacceptable sites. It also keeps disrupting my work flashing posts and adds. Everyday I have to Uninstal Firefox so that I can work on my cell. This does not happen on my table computer. What is going on is there a virus on this app? Getting very frustrated with Firefox.,Firefox for Android mobile has a massive bug  Because it keep going close while I am busy on a website,[0.74977905],0,,,,,,,,,,,FALSE,0.74977905,TRUE,0.70991933,FALSE,0.70562804,FALSE,0.7141525,,,,TRUE,0.766654
I am having an awful experience using Firefox on my android cell phone. Firefox keeps loading on my history pages that I have not accessed some of which are unacceptable sites. It also keeps disrupting my work flashing posts and adds. Everyday I have to Uninstal Firefox so that I can work on my cell. This does not happen on my table computer. What is going on is there a virus on this app? Getting very frustrated with Firefox.,Firefox crashes when viewing site settings,[0.7493809],0,,,,,,,,,,,FALSE,0.7493809,TRUE,0.7089518,FALSE,0.70416856,FALSE,0.7123343,,,,TRUE,0.689704
Latest version crashes after 2 mins of usage. Needs to be force quit and restarted to not crash whole phone. When is the next update coming to fix this? I have to install another browser until it's fixed.,after selecting firefox from 'recently used apps list' browser displays a white screen about 2 second delay and then forces page reload,[0.74162424],0,,,,,,,,,,,FALSE,0.74162424,TRUE,0.71006554,FALSE,0.6952156,FALSE,0.5102345,,,,TRUE,0.684326
Latest version crashes after 2 mins of usage. Needs to be force quit and restarted to not crash whole phone. When is the next update coming to fix this? I have to install another browser until it's fixed.,Downloaded files not appearing in about:downloads until browser restart,[0.6884641],0,,,,,,,,,,,FALSE,0.6884641,FALSE,0.6817993,FALSE,0.6927358,FALSE,0.45927846,,,,FALSE,0.637856
Latest version crashes after 2 mins of usage. Needs to be force quit and restarted to not crash whole phone. When is the next update coming to fix this? I have to install another browser until it's fixed.,2 minute delay when stopping web server after Android browser tests,[0.68314797],0,,,,,,,,,,,FALSE,0.68314797,FALSE,0.68002987,FALSE,0.6769008,FALSE,0.45453078,,,,FALSE,0.61726
"Restore tabs are buggy, my tabs won't close properly and they always come back next time I open Firefox.","Sometimes scroll is not working on page after restarting the browser with ""Always restore tabs"" enabled",[0.720574],0,,,,,,,,,,,FALSE,0.720574,TRUE,0.6971033,TRUE,0.78304315,FALSE,0.5021706,,,,FALSE,0.59921
"Restore tabs are buggy, my tabs won't close properly and they always come back next time I open Firefox.",Firesfox on HTC is always crashed  when open many tabs,[0.69989455],0,,,,,,,,,,,FALSE,0.69989455,TRUE,0.6957272,TRUE,0.76927173,TRUE,0.4733761,,,,FALSE,0.514796
"Restore tabs are buggy, my tabs won't close properly and they always come back next time I open Firefox.",Always restore tabs doesn't always work,[0.69931656],0,,,,,,,,,,,FALSE,0.69931656,FALSE,0.6548014,TRUE,0.7666539,FALSE,0.46026176,,,,FALSE,0.505017
"When I download a file, I have 2 notifications. One says the download completed, and another one animated saying the file is at 90% (sometime 98, 89,..) and it never leaves the notification bar. The file is correctly downloaded, but the notification doesnt disappear until I disable notification for FF",Hide download notification if the download opens on completion,[0.7405374],0,,,,,,,,,,,FALSE,0.7405374,FALSE,0.65243894,TRUE,0.68970364,FALSE,0.49964106,,,,FALSE,0.504193
"When I download a file, I have 2 notifications. One says the download completed, and another one animated saying the file is at 90% (sometime 98, 89,..) and it never leaves the notification bar. The file is correctly downloaded, but the notification doesnt disappear until I disable notification for FF",Unable to open files by tapping the download complete notification,[0.69988275],0,,,,,,,,,,,FALSE,0.69988275,FALSE,0.60619736,TRUE,0.6843257,TRUE,0.48396373,,,,FALSE,0.510706
"When I download a file, I have 2 notifications. One says the download completed, and another one animated saying the file is at 90% (sometime 98, 89,..) and it never leaves the notification bar. The file is correctly downloaded, but the notification doesnt disappear until I disable notification for FF",Experiment: use a system tray notification for closing all Private Browsing tabs when switched to another app,[0.6997982],0,,,,,,,,,,,FALSE,0.6997982,FALSE,0.59372735,FALSE,0.6582222,FALSE,0.4687817,,,,FALSE,0.477164
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.650841
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.624092
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.619169
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.686011
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.655414
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.567321
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.671488
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.604552
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.582667
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.527655
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.52051
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.604758
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.572298
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.549161
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.545207
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.507385
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.505253
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.646011
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.598718
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.580593
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.436842
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.435243
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.43152
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.712591
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.68474
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.679368
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.606657
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.582371
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.601498
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.575021
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.565683
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.461921
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.457827
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.455369
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.651789
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.496447
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.474623
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.57811
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.536489
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.536056
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.629205
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.613477
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.600266
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.649233
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.644657
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.644347
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.682849
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.657345
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.613502
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.572176
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.563752
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.543033
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.571039
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.564623
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.533279
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.647334
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.613616
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.600436
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.603214
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.551338
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.542473
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.604324
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.600973
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.567123
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.707517
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.706134
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.672594
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.517174
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.498786
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.493341
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.751141
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.697399
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.593805
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.577165
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.527192
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.597241
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.582897
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.463815
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.461249
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.456238
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.659062
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.620774
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.602084
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.605193
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.603927
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.594936
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.687728
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.63957
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0.567571
