feedback,issue,distance,50/150,,,,21/50,,feedback,issue,distance,51/100
It is very worst application.it is frequently hanged. Messages are Updating very delayed.. sometimes messages are not Updating.We can't delete message.also we cant delete Messages from group.also no any group admin..any one can add any one to group.and also no any admin and ee cant remove any one from group.disabling feature is alos very bad.we cant forword ine message in different groups or person.overall its very bad application.please improve features as said above immediately.,[Feature Request] Improve group message delivery confirmation,[0.86589193],0,38,,,,,It is very worst application.it is frequently hanged. Messages are Updating very delayed.. sometimes messages are not Updating.We can't delete message.also we cant delete Messages from group.also no any group admin..any one can add any one to group.and also no any admin and ee cant remove any one from group.disabling feature is alos very bad.we cant forword ine message in different groups or person.overall its very bad application.please improve features as said above immediately.,[Feature Request] Improve group message delivery confirmation,[0.86589193],0
Messages aren't received in background anymore. Something broke in recent updates. Have to open app to get messages to come through. UPDATE: Seems the issue is resolved.,Messages not delivered until signal is opened since upgrade to Android 6.01,[0.8847402],1,,,,,,Messages aren't received in background anymore. Something broke in recent updates. Have to open app to get messages to come through. UPDATE: Seems the issue is resolved.,Messages not delivered until signal is opened since upgrade to Android 6.01,[0.8847402],1
Messages aren't received in background anymore. Something broke in recent updates. Have to open app to get messages to come through. UPDATE: Seems the issue is resolved.,"Loads of issues with new update - not sending messages, not clearing unread notification, and more",[0.8843343],0,,,,,,Messages aren't received in background anymore. Something broke in recent updates. Have to open app to get messages to come through. UPDATE: Seems the issue is resolved.,"Loads of issues with new update - not sending messages, not clearing unread notification, and more",[0.8843343],0
Messages aren't received in background anymore. Something broke in recent updates. Have to open app to get messages to come through. UPDATE: Seems the issue is resolved.,Messages not arriving until later when app is opened after another message came through,[0.88043344],1,39,,,,,Messages aren't received in background anymore. Something broke in recent updates. Have to open app to get messages to come through. UPDATE: Seems the issue is resolved.,Messages not arriving until later when app is opened after another message came through,[0.88043344],1
Works well but gives me 2 check marks immediately after sending my text. I know the receivers are not reading the texts so fast. Why 2 check marks?,Messages don't come in immediately,[0.88129616],0,,,,,,Works well but gives me 2 check marks immediately after sending my text. I know the receivers are not reading the texts so fast. Why 2 check marks?,Messages don't come in immediately,[0.88129616],0
Works well but gives me 2 check marks immediately after sending my text. I know the receivers are not reading the texts so fast. Why 2 check marks?,Sending SMS takes some time,[0.87563616],0,,,,,,Works well but gives me 2 check marks immediately after sending my text. I know the receivers are not reading the texts so fast. Why 2 check marks?,Sending SMS takes some time,[0.87563616],0
Works well but gives me 2 check marks immediately after sending my text. I know the receivers are not reading the texts so fast. Why 2 check marks?,"[Bug (?)] Group Received Check Marks Status for Quickest Message, not Slowest",[0.8689891],0,40,,,,,Works well but gives me 2 check marks immediately after sending my text. I know the receivers are not reading the texts so fast. Why 2 check marks?,"[Bug (?)] Group Received Check Marks Status for Quickest Message, not Slowest",[0.8689891],0
"I used signal for my SMS messages, and now it crashes and I can't access my messages. Too bad if I had anything important I wanted to read! Removing this app from the store would improve the world more than its existence ever could.",[Issue] SMS messaging part in Signal slows down and becomes unusable,[0.88135266],0,,,,,,"I used signal for my SMS messages, and now it crashes and I can't access my messages. Too bad if I had anything important I wanted to read! Removing this app from the store would improve the world more than its existence ever could.",[Issue] SMS messaging part in Signal slows down and becomes unusable,[0.88135266],0
"I used signal for my SMS messages, and now it crashes and I can't access my messages. Too bad if I had anything important I wanted to read! Removing this app from the store would improve the world more than its existence ever could.",TS crashes on SMS send if stock SMS app is deactivated,[0.87897336],0,,,,,,"I used signal for my SMS messages, and now it crashes and I can't access my messages. Too bad if I had anything important I wanted to read! Removing this app from the store would improve the world more than its existence ever could.",TS crashes on SMS send if stock SMS app is deactivated,[0.87897336],0
"I used signal for my SMS messages, and now it crashes and I can't access my messages. Too bad if I had anything important I wanted to read! Removing this app from the store would improve the world more than its existence ever could.",[4.14.1] Signal crashes when trying to send sms without sms permissions.,[0.87834495],0,41,,,,,"I used signal for my SMS messages, and now it crashes and I can't access my messages. Too bad if I had anything important I wanted to read! Removing this app from the store would improve the world more than its existence ever could.",[4.14.1] Signal crashes when trying to send sms without sms permissions.,[0.87834495],0
2 stars now since nothing is getting fixed. Occasionally I'm getting playback errors on voicenotes and videos. When I reset my phone the same clip or video starts to play. VERY INCONVENIENT. Also I'm missing calls and not getting notified unless I open the app. Then it'll show the messages and that I missed a call. So if i don't open my app I won't receive anything? THAT'S ridiculous.,poor voice messages quality,[0.8554601],0,,,,,,2 stars now since nothing is getting fixed. Occasionally I'm getting playback errors on voicenotes and videos. When I reset my phone the same clip or video starts to play. VERY INCONVENIENT. Also I'm missing calls and not getting notified unless I open the app. Then it'll show the messages and that I missed a call. So if i don't open my app I won't receive anything? THAT'S ridiculous.,poor voice messages quality,[0.8554601],0
2 stars now since nothing is getting fixed. Occasionally I'm getting playback errors on voicenotes and videos. When I reset my phone the same clip or video starts to play. VERY INCONVENIENT. Also I'm missing calls and not getting notified unless I open the app. Then it'll show the messages and that I missed a call. So if i don't open my app I won't receive anything? THAT'S ridiculous.,Sends/Receives messages but calls not going through?,[0.8537884],0,,,,,,2 stars now since nothing is getting fixed. Occasionally I'm getting playback errors on voicenotes and videos. When I reset my phone the same clip or video starts to play. VERY INCONVENIENT. Also I'm missing calls and not getting notified unless I open the app. Then it'll show the messages and that I missed a call. So if i don't open my app I won't receive anything? THAT'S ridiculous.,Sends/Receives messages but calls not going through?,[0.8537884],0
2 stars now since nothing is getting fixed. Occasionally I'm getting playback errors on voicenotes and videos. When I reset my phone the same clip or video starts to play. VERY INCONVENIENT. Also I'm missing calls and not getting notified unless I open the app. Then it'll show the messages and that I missed a call. So if i don't open my app I won't receive anything? THAT'S ridiculous.,"Can't call or recieve call, always gets a misscall",[0.8532752],0,42,,,,,2 stars now since nothing is getting fixed. Occasionally I'm getting playback errors on voicenotes and videos. When I reset my phone the same clip or video starts to play. VERY INCONVENIENT. Also I'm missing calls and not getting notified unless I open the app. Then it'll show the messages and that I missed a call. So if i don't open my app I won't receive anything? THAT'S ridiculous.,"Can't call or recieve call, always gets a misscall",[0.8532752],0
"Not very secure. After hanging up on a video call with my wife, we were still able to hear each other. We both could not find a way to hang up. Killing the app didn't work. I had to go to settings and force quit the Signal application.",Cannot Close Signal App,[0.87686276],0,,,,,,"Not very secure. After hanging up on a video call with my wife, we were still able to hear each other. We both could not find a way to hang up. Killing the app didn't work. I had to go to settings and force quit the Signal application.",Cannot Close Signal App,[0.87686276],0
"Not very secure. After hanging up on a video call with my wife, we were still able to hear each other. We both could not find a way to hang up. Killing the app didn't work. I had to go to settings and force quit the Signal application.",Not able to close secure conversation,[0.8700155],0,,,,,,"Not very secure. After hanging up on a video call with my wife, we were still able to hear each other. We both could not find a way to hang up. Killing the app didn't work. I had to go to settings and force quit the Signal application.",Not able to close secure conversation,[0.8700155],0
"Not very secure. After hanging up on a video call with my wife, we were still able to hear each other. We both could not find a way to hang up. Killing the app didn't work. I had to go to settings and force quit the Signal application.",Crash (password request) OR call activity fails to stop OR call screen does not close after hanging up a call immediately,[0.86170477],0,43,,,,,"Not very secure. After hanging up on a video call with my wife, we were still able to hear each other. We both could not find a way to hang up. Killing the app didn't work. I had to go to settings and force quit the Signal application.",Crash (password request) OR call activity fails to stop OR call screen does not close after hanging up a call immediately,[0.86170477],0
"I set Signal as my default app when my factory default Samsung text messaging app began delaying incoming messages by hours or days, or not delivering them at all. Signal does everything Samsung did, exept for scheduling later delivery. Signal adds more privacy and ability to make free international calls and video. I would often schedule Samsung SMS messages for next morning or Monday delivery. If Signal implements Scheduled Messages, I can think of no disadvantage to using it by default.",Is setting Signal as default SMS app reliable?,[0.9065917],0,,,,,,"I set Signal as my default app when my factory default Samsung text messaging app began delaying incoming messages by hours or days, or not delivering them at all. Signal does everything Samsung did, exept for scheduling later delivery. Signal adds more privacy and ability to make free international calls and video. I would often schedule Samsung SMS messages for next morning or Monday delivery. If Signal implements Scheduled Messages, I can think of no disadvantage to using it by default.",Is setting Signal as default SMS app reliable?,[0.9065917],0
"I set Signal as my default app when my factory default Samsung text messaging app began delaying incoming messages by hours or days, or not delivering them at all. Signal does everything Samsung did, exept for scheduling later delivery. Signal adds more privacy and ability to make free international calls and video. I would often schedule Samsung SMS messages for next morning or Monday delivery. If Signal implements Scheduled Messages, I can think of no disadvantage to using it by default.","Native Android app sometimes captures messages, but Signal is the default app",[0.8847759],0,,,,,,"I set Signal as my default app when my factory default Samsung text messaging app began delaying incoming messages by hours or days, or not delivering them at all. Signal does everything Samsung did, exept for scheduling later delivery. Signal adds more privacy and ability to make free international calls and video. I would often schedule Samsung SMS messages for next morning or Monday delivery. If Signal implements Scheduled Messages, I can think of no disadvantage to using it by default.","Native Android app sometimes captures messages, but Signal is the default app",[0.8847759],0
"I set Signal as my default app when my factory default Samsung text messaging app began delaying incoming messages by hours or days, or not delivering them at all. Signal does everything Samsung did, exept for scheduling later delivery. Signal adds more privacy and ability to make free international calls and video. I would often schedule Samsung SMS messages for next morning or Monday delivery. If Signal implements Scheduled Messages, I can think of no disadvantage to using it by default.",Text messages going to default messaging app,[0.8843385],0,44,,,,,"I set Signal as my default app when my factory default Samsung text messaging app began delaying incoming messages by hours or days, or not delivering them at all. Signal does everything Samsung did, exept for scheduling later delivery. Signal adds more privacy and ability to make free international calls and video. I would often schedule Samsung SMS messages for next morning or Monday delivery. If Signal implements Scheduled Messages, I can think of no disadvantage to using it by default.",Text messages going to default messaging app,[0.8843385],0
"I cant use this app because when I enter my phone number, it will send mme a coad but I can't find the edit box for the coad, beasically it is not accessible with talkback, plz fix this","localization issue untranslated string ""phone number"" (label of a text field) in registration screen",[0.87477726],0,,,,,,"I cant use this app because when I enter my phone number, it will send mme a coad but I can't find the edit box for the coad, beasically it is not accessible with talkback, plz fix this","localization issue untranslated string ""phone number"" (label of a text field) in registration screen",[0.87477726],0
"I cant use this app because when I enter my phone number, it will send mme a coad but I can't find the edit box for the coad, beasically it is not accessible with talkback, plz fix this",Single line message with number cannot be selected,[0.8740064],0,,,,,,"I cant use this app because when I enter my phone number, it will send mme a coad but I can't find the edit box for the coad, beasically it is not accessible with talkback, plz fix this",Single line message with number cannot be selected,[0.8740064],0
"I cant use this app because when I enter my phone number, it will send mme a coad but I can't find the edit box for the coad, beasically it is not accessible with talkback, plz fix this",Bug - cannot forward message with phone numbers,[0.8734838],0,45,,,,,"I cant use this app because when I enter my phone number, it will send mme a coad but I can't find the edit box for the coad, beasically it is not accessible with talkback, plz fix this",Bug - cannot forward message with phone numbers,[0.8734838],0
"I am not getting notifications. I have granted all the necessary permissions, and turned on all notifications. However, at one place the only options are either to allow '3 notifications a day' or none at all.",don't receive notification,[0.8583324],0,,,,,,"I am not getting notifications. I have granted all the necessary permissions, and turned on all notifications. However, at one place the only options are either to allow '3 notifications a day' or none at all.",don't receive notification,[0.8583324],0
"I am not getting notifications. I have granted all the necessary permissions, and turned on all notifications. However, at one place the only options are either to allow '3 notifications a day' or none at all.",No more notifications,[0.8544285],0,,,,,,"I am not getting notifications. I have granted all the necessary permissions, and turned on all notifications. However, at one place the only options are either to allow '3 notifications a day' or none at all.",No more notifications,[0.8544285],0
"I am not getting notifications. I have granted all the necessary permissions, and turned on all notifications. However, at one place the only options are either to allow '3 notifications a day' or none at all.",Don't receive notifcation sometimes,[0.85418284],0,46,,,,,"I am not getting notifications. I have granted all the necessary permissions, and turned on all notifications. However, at one place the only options are either to allow '3 notifications a day' or none at all.",Don't receive notifcation sometimes,[0.85418284],0
The new update doesnt alert on sms messages from other signal users in my contact list. I get no notifications on messages. Neither does my wife and she has an iphone. Fix this!! Gonna have to go back to standard messaging till you fix.,"Message notification status ""out of sync""",[0.8843888],0,,,,,,The new update doesnt alert on sms messages from other signal users in my contact list. I get no notifications on messages. Neither does my wife and she has an iphone. Fix this!! Gonna have to go back to standard messaging till you fix.,"Message notification status ""out of sync""",[0.8843888],0
The new update doesnt alert on sms messages from other signal users in my contact list. I get no notifications on messages. Neither does my wife and she has an iphone. Fix this!! Gonna have to go back to standard messaging till you fix.,"Loads of issues with new update - not sending messages, not clearing unread notification, and more",[0.88425934],0,,,,,,The new update doesnt alert on sms messages from other signal users in my contact list. I get no notifications on messages. Neither does my wife and she has an iphone. Fix this!! Gonna have to go back to standard messaging till you fix.,"Loads of issues with new update - not sending messages, not clearing unread notification, and more",[0.88425934],0
The new update doesnt alert on sms messages from other signal users in my contact list. I get no notifications on messages. Neither does my wife and she has an iphone. Fix this!! Gonna have to go back to standard messaging till you fix.,After update: no notification sent with TextSecure message. I have to open the app to see if there's something new,[0.88402355],1,47,,,,,The new update doesnt alert on sms messages from other signal users in my contact list. I get no notifications on messages. Neither does my wife and she has an iphone. Fix this!! Gonna have to go back to standard messaging till you fix.,After update: no notification sent with TextSecure message. I have to open the app to see if there's something new,[0.88402355],1
Signal does everything I ask it to do except post videos longer than a few seconds. Fix that and you'll get another star.,[4.3.0] Signal takes minutes to display video thumbnails,[0.8618146],0,,,,,,Signal does everything I ask it to do except post videos longer than a few seconds. Fix that and you'll get another star.,[4.3.0] Signal takes minutes to display video thumbnails,[0.8618146],0
Signal does everything I ask it to do except post videos longer than a few seconds. Fix that and you'll get another star.,"""Some issues need your attention"" error on video send",[0.86148477],0,,,,,,Signal does everything I ask it to do except post videos longer than a few seconds. Fix that and you'll get another star.,"""Some issues need your attention"" error on video send",[0.86148477],0
Signal does everything I ask it to do except post videos longer than a few seconds. Fix that and you'll get another star.,[Request] Video Messaging,[0.8507447],0,48,,,,,Signal does everything I ask it to do except post videos longer than a few seconds. Fix that and you'll get another star.,[Request] Video Messaging,[0.8507447],0
"For a messaging app that is suppose to feature privacy as the main attraction, when you join it tells Everyone that you're there. The purpose of the app should be to allow you to choose who to share things with, and when. The calling system is also flawed as you don't receive a call, only a missed call notification. This hasn't been solved with updates.","Contact ""joined"" Signal notification can be misleading",[0.8668039],1,,,,,,"For a messaging app that is suppose to feature privacy as the main attraction, when you join it tells Everyone that you're there. The purpose of the app should be to allow you to choose who to share things with, and when. The calling system is also flawed as you don't receive a call, only a missed call notification. This hasn't been solved with updates.","Contact ""joined"" Signal notification can be misleading",[0.8668039],1
"For a messaging app that is suppose to feature privacy as the main attraction, when you join it tells Everyone that you're there. The purpose of the app should be to allow you to choose who to share things with, and when. The calling system is also flawed as you don't receive a call, only a missed call notification. This hasn't been solved with updates.",In-conversation invitation broken if not default SMS app,[0.85991585],0,,,,,,"For a messaging app that is suppose to feature privacy as the main attraction, when you join it tells Everyone that you're there. The purpose of the app should be to allow you to choose who to share things with, and when. The calling system is also flawed as you don't receive a call, only a missed call notification. This hasn't been solved with updates.",In-conversation invitation broken if not default SMS app,[0.85991585],0
"For a messaging app that is suppose to feature privacy as the main attraction, when you join it tells Everyone that you're there. The purpose of the app should be to allow you to choose who to share things with, and when. The calling system is also flawed as you don't receive a call, only a missed call notification. This hasn't been solved with updates.",Messages are not received by some contacts,[0.8591516],0,49,,,,,"For a messaging app that is suppose to feature privacy as the main attraction, when you join it tells Everyone that you're there. The purpose of the app should be to allow you to choose who to share things with, and when. The calling system is also flawed as you don't receive a call, only a missed call notification. This hasn't been solved with updates.",Messages are not received by some contacts,[0.8591516],0
"my main gripe with this is when i try to copy message text, the whole block is selected, and I can't just grab a number or address to paste somewhere. i like the app but i need that functionality for my job. would change rating if this is fixed",Difficult to select some messages,[0.8656492],1,,,,,,"my main gripe with this is when i try to copy message text, the whole block is selected, and I can't just grab a number or address to paste somewhere. i like the app but i need that functionality for my job. would change rating if this is fixed",Difficult to select some messages,[0.8656492],1
"my main gripe with this is when i try to copy message text, the whole block is selected, and I can't just grab a number or address to paste somewhere. i like the app but i need that functionality for my job. would change rating if this is fixed",[Feature Request] Copy messages with a emtpy string between them and inserting nicknames in a copy buffer,[0.8623864],0,,,,,,"my main gripe with this is when i try to copy message text, the whole block is selected, and I can't just grab a number or address to paste somewhere. i like the app but i need that functionality for my job. would change rating if this is fixed",[Feature Request] Copy messages with a emtpy string between them and inserting nicknames in a copy buffer,[0.8623864],0
"my main gripe with this is when i try to copy message text, the whole block is selected, and I can't just grab a number or address to paste somewhere. i like the app but i need that functionality for my job. would change rating if this is fixed",Unable to select text within message,[0.8585936],1,50,,,,,"my main gripe with this is when i try to copy message text, the whole block is selected, and I can't just grab a number or address to paste somewhere. i like the app but i need that functionality for my job. would change rating if this is fixed",Unable to select text within message,[0.8585936],1
App keeps crashing during the initial setup. Cant get past it! If the app stops working the second you open it then the app must be absolute garbage.,4.16.9 keeps crashing when trying to open the app,[0.90675324],1,,,,,,App keeps crashing during the initial setup. Cant get past it! If the app stops working the second you open it then the app must be absolute garbage.,4.16.9 keeps crashing when trying to open the app,[0.90675324],1
App keeps crashing during the initial setup. Cant get past it! If the app stops working the second you open it then the app must be absolute garbage.,Application crashes on start,[0.90397656],1,,,,,,App keeps crashing during the initial setup. Cant get past it! If the app stops working the second you open it then the app must be absolute garbage.,Application crashes on start,[0.90397656],1
App keeps crashing during the initial setup. Cant get past it! If the app stops working the second you open it then the app must be absolute garbage.,App crashing,[0.8975752],1,51,,,,,App keeps crashing during the initial setup. Cant get past it! If the app stops working the second you open it then the app must be absolute garbage.,App crashing,[0.8975752],1
"I love this app, however I no longer receive notifications until I open the app. I was previously enrolled in beta and thought that was the reason for the lack of notifications. Please fix this.",Not getting notification in real time unless I open the app,[0.886371],1,,,,,,"I love this app, however I no longer receive notifications until I open the app. I was previously enrolled in beta and thought that was the reason for the lack of notifications. Please fix this.",Not getting notification in real time unless I open the app,[0.886371],1
"I love this app, however I no longer receive notifications until I open the app. I was previously enrolled in beta and thought that was the reason for the lack of notifications. Please fix this.",Sometimes I don't receive Signal Messages until I open the app,[0.88520527],1,,,,,,"I love this app, however I no longer receive notifications until I open the app. I was previously enrolled in beta and thought that was the reason for the lack of notifications. Please fix this.",Sometimes I don't receive Signal Messages until I open the app,[0.88520527],1
"I love this app, however I no longer receive notifications until I open the app. I was previously enrolled in beta and thought that was the reason for the lack of notifications. Please fix this.",After update: no notification sent with TextSecure message. I have to open the app to see if there's something new,[0.85572517],1,52,,,,,"I love this app, however I no longer receive notifications until I open the app. I was previously enrolled in beta and thought that was the reason for the lack of notifications. Please fix this.",After update: no notification sent with TextSecure message. I have to open the app to see if there's something new,[0.85572517],1
