feedback,issue,distance,53/150,,,,20/50,,feedback,issue,distance,37/100
new update has broken auto upload. all that happens is I get an error about local storage being full!!! EDIT: Thanks for responding. I have 128gb local storage and a 512gb sd card which is where my pictures are saved to. I'm only using 30gb or so on local storage currently so I should have the space for any images/videos I take. I try to keep at least 10gb of local storage free at any one time for things like updates so I'd have thought that would be more than enough as I mostly take pictures.,"\""""Message\"""":\""""This resource only supports valid vCard or jCard data. Parse error: Invalid Mimedir file. Line starting at 69 did not follow iCalendar\\\/vCard conventions\""""",0.7231599,0,,,,,,"App is nice for data sync. If you are using a version of the app that works, I strongly recommend disabling auto update to prevent the app from breaking as just happened with v3.0.0 in Feb 2018","Huawei mate 9 I can't get the automatic synchronization to work The problem of optimizing the battery remains on the screen even if it is set as not allowed The problem will be in emui 9.1.0 because for other mobile phone it works, how can I be helped for this bug  ?",0.6768152,0
new update has broken auto upload. all that happens is I get an error about local storage being full!!! EDIT: Thanks for responding. I have 128gb local storage and a 512gb sd card which is where my pictures are saved to. I'm only using 30gb or so on local storage currently so I should have the space for any images/videos I take. I try to keep at least 10gb of local storage free at any one time for things like updates so I'd have thought that would be more than enough as I mostly take pictures.,"\""""Message\"""":\""""This resource only supports valid vCard or jCard data. Parse error: Invalid Mimedir file. Line starting at 71 did not follow iCalendar\\\/vCard conventions\""""",0.7230751,0,29,,,,,"Absolutely full of bugs. Tries to upload even when I've turned off all sync rules and force stopped the app. Certain actions will trigger it to open again and trying to sync. Crashes sometimes, slows down and becomes unresponsive. Also no ability to tell it to sync only on certain Wifi networks (not any Wifi network).",Not able to use multiple accounts. I log into a second account and it removes the first. I exit the app and go back in and it has me log back in.,0.6905288,0
"Really good and useful app. Auto upload works great, even when offline it will retry and upload as soon as you're connected (you'll still get an error, ignore it). I use it with the ""move to nextcloud folder"" option, so I know what's been uploaded. My issues with it: (1) auto-upload won't upload existing pics (many reports on this) (3) useless and stupid slow photos tab (4) multiple selection is one by one only (5) no bidirectional folder sync option. Still, pros outweigh the cons, recommended","Huawei mate 9 I can't get the automatic synchronization to work The problem of optimizing the battery remains on the screen even if it is set as not allowed The problem will be in emui 9.1.0 because for other mobile phone it works, how can I be helped for this bug  ?",0.7043334,0,,,,,,"Absolutely full of bugs. Tries to upload even when I've turned off all sync rules and force stopped the app. Certain actions will trigger it to open again and trying to sync. Crashes sometimes, slows down and becomes unresponsive. Also no ability to tell it to sync only on certain Wifi networks (not any Wifi network).","Huawei mate 9 I can't get the automatic synchronization to work The problem of optimizing the battery remains on the screen even if it is set as not allowed The problem will be in emui 9.1.0 because for other mobile phone it works, how can I be helped for this bug  ?",0.6881766,0
"Really good and useful app. Auto upload works great, even when offline it will retry and upload as soon as you're connected (you'll still get an error, ignore it). I use it with the ""move to nextcloud folder"" option, so I know what's been uploaded. My issues with it: (1) auto-upload won't upload existing pics (many reports on this) (3) useless and stupid slow photos tab (4) multiple selection is one by one only (5) no bidirectional folder sync option. Still, pros outweigh the cons, recommended","Allow upload & editing, File Upload,Password Protect Option is not working(url not generated correctly) on android and windows",0.67784715,0,,,,,,"Great & working app. There have been a lot's of improvements and stabilisation. Though, the main feature I use is the (camera) auto upload and there are still holes in the raquette. Indeed sometimes it misses pics. It results in part of the pics only being uploaded. I don't see them in the errors and no way to trigger again the autoupload. An rsync like feature would be handy in such case to be fail safe.","Huawei mate 9 I can't get the automatic synchronization to work The problem of optimizing the battery remains on the screen even if it is set as not allowed The problem will be in emui 9.1.0 because for other mobile phone it works, how can I be helped for this bug  ?",0.837874,0
"Really good and useful app. Auto upload works great, even when offline it will retry and upload as soon as you're connected (you'll still get an error, ignore it). I use it with the ""move to nextcloud folder"" option, so I know what's been uploaded. My issues with it: (1) auto-upload won't upload existing pics (many reports on this) (3) useless and stupid slow photos tab (4) multiple selection is one by one only (5) no bidirectional folder sync option. Still, pros outweigh the cons, recommended",Not able to use multiple accounts. I log into a second account and it removes the first. I exit the app and go back in and it has me log back in.,0.6605221,0,30,,,,,"Great & working app. There have been a lot's of improvements and stabilisation. Though, the main feature I use is the (camera) auto upload and there are still holes in the raquette. Indeed sometimes it misses pics. It results in part of the pics only being uploaded. I don't see them in the errors and no way to trigger again the autoupload. An rsync like feature would be handy in such case to be fail safe.",Not able to use multiple accounts. I log into a second account and it removes the first. I exit the app and go back in and it has me log back in.,0.7516397,0
After the latest update 3.0.1 my nextcloud could not find host? Please fix it.,Cannot open any file from my nextcloud server,0.6742599,1,,,,,,"Good app overall but auto upload still doesn't work. Sony Xperia Z5 on Android 7. Even with auto upload turned on, settings and folders selected, nothing happens when I take a photo. Keep trying :-)",Not auto uploading and app (android) crashing every time i turn auto upload on or off a folder ,0.6960747,1
After the latest update 3.0.1 my nextcloud could not find host? Please fix it.,"Directory has no space left, but Nextcloud app will not stop trying to upload",0.6702449,0,,,,,,"Good app overall but auto upload still doesn't work. Sony Xperia Z5 on Android 7. Even with auto upload turned on, settings and folders selected, nothing happens when I take a photo. Keep trying :-)",Autoupload of images does not work when SD card is selected as the download destination of photos by camera app,0.6885996,1
After the latest update 3.0.1 my nextcloud could not find host? Please fix it.,Can not connect to server: Unknown error occurred!,0.66846275,1,31,,,,,"After downloaded it, I've trying to login in, it's prompt me enter URL, password and account, but all I can do is just enter URL, after enter URL, it said wrong account and password, but nothing I can do to enter both...",Not able to use multiple accounts. I log into a second account and it removes the first. I exit the app and go back in and it has me log back in.,0.66778934,0
"Still broken. Random crashes, wrong items being show in some of the screens, the photos section never shows up correctly... Unreliable app feels really buggy and not robust at all. IOS version feels a bit more finished ... This one is an alpha","Huawei mate 9 I can't get the automatic synchronization to work The problem of optimizing the battery remains on the screen even if it is set as not allowed The problem will be in emui 9.1.0 because for other mobile phone it works, how can I be helped for this bug  ?",0.71056,0,,,,,,"After downloaded it, I've trying to login in, it's prompt me enter URL, password and account, but all I can do is just enter URL, after enter URL, it said wrong account and password, but nothing I can do to enter both...",It's back to login screen when login my nextcloud server,0.5834336,1
"Still broken. Random crashes, wrong items being show in some of the screens, the photos section never shows up correctly... Unreliable app feels really buggy and not robust at all. IOS version feels a bit more finished ... This one is an alpha","App tries to ""fetch most recent version of the file"" while VPN is in waiting for usable network mode",0.7021468,0,,,,,,Works on all of my devices except for this tablet. Can't get it past am initial login and refresh of an account and it never wants to clear out old data. Not happy. Works better through my web browser.,Not able to use multiple accounts. I log into a second account and it removes the first. I exit the app and go back in and it has me log back in.,0.69356275,0
"Still broken. Random crashes, wrong items being show in some of the screens, the photos section never shows up correctly... Unreliable app feels really buggy and not robust at all. IOS version feels a bit more finished ... This one is an alpha",Nextcloud 3.7 beta (f-droid) does not show files from old server,0.69520736,1,32,,,,,Works on all of my devices except for this tablet. Can't get it past am initial login and refresh of an account and it never wants to clear out old data. Not happy. Works better through my web browser.,App crashes when trying to upload file without setting up an account first,0.68406737,0
"Nextcloud as a service is amazing, but this mobile client is not so much. The interface is rather unstable and I encounter crashes or bugs while moving from image preview to image preview. I actually have no issues with auto upload, but sync leaves a bit to be desired; you can't configure the location of syncs. Every sync will land in a single directory, which is inconvenient.","Huawei mate 9 I can't get the automatic synchronization to work The problem of optimizing the battery remains on the screen even if it is set as not allowed The problem will be in emui 9.1.0 because for other mobile phone it works, how can I be helped for this bug  ?",0.8184702,1,,,,,,"Not working for me, I can log, manual upload but if I want tu upload more then 10 photos, after a few stops uploading them. Auto upload is not working as well. I disable battery performance, I added all the permissions, etc. I am on android 9.","Allow upload & editing, File Upload,Password Protect Option is not working(url not generated correctly) on android and windows",0.6880548,1
"Nextcloud as a service is amazing, but this mobile client is not so much. The interface is rather unstable and I encounter crashes or bugs while moving from image preview to image preview. I actually have no issues with auto upload, but sync leaves a bit to be desired; you can't configure the location of syncs. Every sync will land in a single directory, which is inconvenient.",Not able to use multiple accounts. I log into a second account and it removes the first. I exit the app and go back in and it has me log back in.,0.7567466,0,,,,,,"Not working for me, I can log, manual upload but if I want tu upload more then 10 photos, after a few stops uploading them. Auto upload is not working as well. I disable battery performance, I added all the permissions, etc. I am on android 9.",Retry failed uploads automatically if mobile data connection comes back/gets enabled by user,0.6778723,1
"Nextcloud as a service is amazing, but this mobile client is not so much. The interface is rather unstable and I encounter crashes or bugs while moving from image preview to image preview. I actually have no issues with auto upload, but sync leaves a bit to be desired; you can't configure the location of syncs. Every sync will land in a single directory, which is inconvenient.","\""""Message\"""":\""""This resource only supports valid vCard or jCard data. Parse error: Invalid Mimedir file. Line starting at 71 did not follow iCalendar\\\/vCard conventions\""""",0.7407506,0,33,,,,,"Auto Upload hasn't worked in quite some time.  Even manually moving files to the InstantShared folders has no effect.  Those files aren't even viewable in the app, but are seen there by a file manager.  Would be nice if that was fixed.  Great overall platform though.",Auto-uploaded files that are moved to app folder are deleted from local storage the next time the folder is viewed in the app,0.6714309,1
Was great. Now crashes every 30 seconds and takes me out of whatever app I was in.,"App crashes every ~2 seconds, rendering the phone unusable for most things",0.62089664,1,,,,,,"Auto Upload hasn't worked in quite some time.  Even manually moving files to the InstantShared folders has no effect.  Those files aren't even viewable in the app, but are seen there by a file manager.  Would be nice if that was fixed.  Great overall platform though.",Auto upload does not work without google play services for encrypted files and folders.,0.6628316,0
Was great. Now crashes every 30 seconds and takes me out of whatever app I was in.,App opens itself and crashes then,0.6069482,1,,,,,,Used to work great now you it just crashes every time you try to log on,App crashes every time I try to create a new folder,0.7007877,0
Was great. Now crashes every 30 seconds and takes me out of whatever app I was in.,Nextcloud App crashes on android,0.6032922,1,34,,,,,Used to work great now you it just crashes every time you try to log on,3.0.0: app is crashing whenever I try and enter certain folders,0.6814088,0
"After repeatedly reporting the issue, it still does not auto-upload my photos unless I manually take the phone out of medium power-saving mode (suicide for any Galaxy S8 owner).",Retry failed uploads automatically if mobile data connection comes back/gets enabled by user,0.6374892,0,,,,,,"even when disabling ALL automatic uploads, it still tries to upload files.",App stops unexpectedly upon retrying uploads,0.6724535,0
"After repeatedly reporting the issue, it still does not auto-upload my photos unless I manually take the phone out of medium power-saving mode (suicide for any Galaxy S8 owner).",Autoupload of images does not work when SD card is selected as the download destination of photos by camera app,0.63638556,1,,,,,,"even when disabling ALL automatic uploads, it still tries to upload files.",App crashes when trying to upload file without setting up an account first,0.6687217,0
"After repeatedly reporting the issue, it still does not auto-upload my photos unless I manually take the phone out of medium power-saving mode (suicide for any Galaxy S8 owner).",Auto Upload stays active even after account removal on device,0.6337707,0,35,,,,,"Nice, getting better with every version. Auto upload still not totally reliable. A good feature would be implementing file details with metadata support (the kind of details that the Metadata app is providing on the web UI, like EXIF - not sure if it's possible to get the information via that App when it is installed?).",App (All versions)  crashes frequently if there are files/folders in the user folder root that are shared in chat,0.68338156,0
"Hello, Autoupload doesn't work. I manually created folder on the server using web browser, and checked in the app to create year folder and month. It gives ""connection error"" in uploads queue. So the app is almost useless for me",(Auto sync) App crashes when trying to create a folder for auto upload,0.65622103,1,,,,,,"Nice, getting better with every version. Auto upload still not totally reliable. A good feature would be implementing file details with metadata support (the kind of details that the Metadata app is providing on the web UI, like EXIF - not sure if it's possible to get the information via that App when it is installed?).",Incorrect filenames sharing files to the Nextcloud app due to different Android versions / file managers,0.67996,0
"Hello, Autoupload doesn't work. I manually created folder on the server using web browser, and checked in the app to create year folder and month. It gives ""connection error"" in uploads queue. So the app is almost useless for me",Not able to use multiple accounts. I log into a second account and it removes the first. I exit the app and go back in and it has me log back in.,0.65384793,0,,,,,,,,,
"Hello, Autoupload doesn't work. I manually created folder on the server using web browser, and checked in the app to create year folder and month. It gives ""connection error"" in uploads queue. So the app is almost useless for me",share with Nextcloud app - empty folder doesn't show the no empty message for create folder,0.6535826,1,36,,,,,,,,
First of all. thanks to all the devs for the app. im using the latest version but cant download files anymore using the app. works A1 on the web. im using 15.0.10. Nothing relevent in the logs. Only warning I have is about the fact that the server has no internet connection. thats a mistake. just downloaded stuff from it plus I can get a remote ssh connection to it. i can get my public ip and all... not sure how to debug this. thanks in advance for the help,"Huawei mate 9 I can't get the automatic synchronization to work The problem of optimizing the battery remains on the screen even if it is set as not allowed The problem will be in emui 9.1.0 because for other mobile phone it works, how can I be helped for this bug  ?",0.8042706,0,,,,,,,,,
First of all. thanks to all the devs for the app. im using the latest version but cant download files anymore using the app. works A1 on the web. im using 15.0.10. Nothing relevent in the logs. Only warning I have is about the fact that the server has no internet connection. thats a mistake. just downloaded stuff from it plus I can get a remote ssh connection to it. i can get my public ip and all... not sure how to debug this. thanks in advance for the help,Not able to use multiple accounts. I log into a second account and it removes the first. I exit the app and go back in and it has me log back in.,0.75204986,0,,,,,,,,,
First of all. thanks to all the devs for the app. im using the latest version but cant download files anymore using the app. works A1 on the web. im using 15.0.10. Nothing relevent in the logs. Only warning I have is about the fact that the server has no internet connection. thats a mistake. just downloaded stuff from it plus I can get a remote ssh connection to it. i can get my public ip and all... not sure how to debug this. thanks in advance for the help,"\""""Message\"""":\""""This resource only supports valid vCard or jCard data. Parse error: Invalid Mimedir file. Line starting at 69 did not follow iCalendar\\\/vCard conventions\""""",0.72131497,0,37,,,,,,,,
"The Photos section shows ""loading"" for more than 5 minutes every single time i open it, while on the webinterface the pictures show immediately using the same internet connection. It then shows every photo two times, this also does not happen on the webinterface.  The ""all files"" section even managed to show a whole bunch of pics in the wrong folder (in the root folder while they should have been in a subfolder) once, prompting me to delete them. Later i noticed my desktop pc syncing those very same pictures, which this bug-ridden app had deleted from their subfolder, where they apparently had been all the time. Other sections like ""shared"" show an endless ""loading"" sometimes until i manually refresh them. Sometimes they happen to work instantly and then show ""loading"" for infinity when i refresh them. I have reinstalled the app several times. I will have to use the webinterface which works very fast and flawlessly on chrome and firefox mobile browsers.","Huawei mate 9 I can't get the automatic synchronization to work The problem of optimizing the battery remains on the screen even if it is set as not allowed The problem will be in emui 9.1.0 because for other mobile phone it works, how can I be helped for this bug  ?",0.79625255,0,,,,,,,,,
"The Photos section shows ""loading"" for more than 5 minutes every single time i open it, while on the webinterface the pictures show immediately using the same internet connection. It then shows every photo two times, this also does not happen on the webinterface.  The ""all files"" section even managed to show a whole bunch of pics in the wrong folder (in the root folder while they should have been in a subfolder) once, prompting me to delete them. Later i noticed my desktop pc syncing those very same pictures, which this bug-ridden app had deleted from their subfolder, where they apparently had been all the time. Other sections like ""shared"" show an endless ""loading"" sometimes until i manually refresh them. Sometimes they happen to work instantly and then show ""loading"" for infinity when i refresh them. I have reinstalled the app several times. I will have to use the webinterface which works very fast and flawlessly on chrome and firefox mobile browsers.",Not able to use multiple accounts. I log into a second account and it removes the first. I exit the app and go back in and it has me log back in.,0.77571523,0,,,,,,,,,
"The Photos section shows ""loading"" for more than 5 minutes every single time i open it, while on the webinterface the pictures show immediately using the same internet connection. It then shows every photo two times, this also does not happen on the webinterface.  The ""all files"" section even managed to show a whole bunch of pics in the wrong folder (in the root folder while they should have been in a subfolder) once, prompting me to delete them. Later i noticed my desktop pc syncing those very same pictures, which this bug-ridden app had deleted from their subfolder, where they apparently had been all the time. Other sections like ""shared"" show an endless ""loading"" sometimes until i manually refresh them. Sometimes they happen to work instantly and then show ""loading"" for infinity when i refresh them. I have reinstalled the app several times. I will have to use the webinterface which works very fast and flawlessly on chrome and firefox mobile browsers.",App (All versions)  crashes frequently if there are files/folders in the user folder root that are shared in chat,0.75245273,0,38,,,,,,,,
"Good app, but instant upload reports failed because of connectivity issues (on wifi) .   Would report the issue but can not find your Bugzilla.  Keep up the great work.","Still have write permission to E2E folder problem, after upgrade android client to 3.0.2",0.67871255,1,,,,,,,,,
"Good app, but instant upload reports failed because of connectivity issues (on wifi) .   Would report the issue but can not find your Bugzilla.  Keep up the great work.","Allow upload & editing, File Upload,Password Protect Option is not working(url not generated correctly) on android and windows",0.677049,0,,,,,,,,,
"Good app, but instant upload reports failed because of connectivity issues (on wifi) .   Would report the issue but can not find your Bugzilla.  Keep up the great work.",Android client would not download files due to installing with wrong download path setting from Google,0.6761608,0,39,,,,,,,,
"Keeps forgetting the account data. Then tries to auto-upload and fails, but keeps trying, burning battery. Use the account service, for crying out loud.",Not able to use multiple accounts. I log into a second account and it removes the first. I exit the app and go back in and it has me log back in.,0.6281326,0,,,,,,,,,
"Keeps forgetting the account data. Then tries to auto-upload and fails, but keeps trying, burning battery. Use the account service, for crying out loud.",Keeps asking me to log and relog again,0.6232402,1,,,,,,,,,
"Keeps forgetting the account data. Then tries to auto-upload and fails, but keeps trying, burning battery. Use the account service, for crying out loud.",Can not change password because screen is reloading,0.601188,0,40,,,,,,,,
"The app is very user friendly. However, it has some bugs. Auto Upload doesn't not work. Fails to upload any files from selected folder.",Sort does not work when choosing files to upload,0.711691,0,,,,,,,,,
"The app is very user friendly. However, it has some bugs. Auto Upload doesn't not work. Fails to upload any files from selected folder.",Auto upload doesn't work on Android for already uploaded photos.,0.70995605,1,,,,,,,,,
"The app is very user friendly. However, it has some bugs. Auto Upload doesn't not work. Fails to upload any files from selected folder.",Can't edit text files with external app,0.699757,0,41,,,,,,,,
"App is nice for data sync. If you are using a version of the app that works, I strongly recommend disabling auto update to prevent the app from breaking as just happened with v3.0.0 in Feb 2018",(Auto sync) App crashes when trying to create a folder for auto upload,0.6801471,1,,,,,,,,,
"App is nice for data sync. If you are using a version of the app that works, I strongly recommend disabling auto update to prevent the app from breaking as just happened with v3.0.0 in Feb 2018","Huawei mate 9 I can't get the automatic synchronization to work The problem of optimizing the battery remains on the screen even if it is set as not allowed The problem will be in emui 9.1.0 because for other mobile phone it works, how can I be helped for this bug  ?",0.6768152,0,,,,,,,,,
"App is nice for data sync. If you are using a version of the app that works, I strongly recommend disabling auto update to prevent the app from breaking as just happened with v3.0.0 in Feb 2018","App tries to ""fetch most recent version of the file"" while VPN is in waiting for usable network mode",0.6707483,0,42,,,,,,,,
"Absolutely full of bugs. Tries to upload even when I've turned off all sync rules and force stopped the app. Certain actions will trigger it to open again and trying to sync. Crashes sometimes, slows down and becomes unresponsive. Also no ability to tell it to sync only on certain Wifi networks (not any Wifi network).",Not able to use multiple accounts. I log into a second account and it removes the first. I exit the app and go back in and it has me log back in.,0.6905288,0,,,,,,,,,
"Absolutely full of bugs. Tries to upload even when I've turned off all sync rules and force stopped the app. Certain actions will trigger it to open again and trying to sync. Crashes sometimes, slows down and becomes unresponsive. Also no ability to tell it to sync only on certain Wifi networks (not any Wifi network).","Huawei mate 9 I can't get the automatic synchronization to work The problem of optimizing the battery remains on the screen even if it is set as not allowed The problem will be in emui 9.1.0 because for other mobile phone it works, how can I be helped for this bug  ?",0.6881766,0,,,,,,,,,
"Absolutely full of bugs. Tries to upload even when I've turned off all sync rules and force stopped the app. Certain actions will trigger it to open again and trying to sync. Crashes sometimes, slows down and becomes unresponsive. Also no ability to tell it to sync only on certain Wifi networks (not any Wifi network).",Retry failed uploads automatically if mobile data connection comes back/gets enabled by user,0.6599972,0,43,,,,,,,,
"Great & working app. There have been a lot's of improvements and stabilisation. Though, the main feature I use is the (camera) auto upload and there are still holes in the raquette. Indeed sometimes it misses pics. It results in part of the pics only being uploaded. I don't see them in the errors and no way to trigger again the autoupload. An rsync like feature would be handy in such case to be fail safe.","Huawei mate 9 I can't get the automatic synchronization to work The problem of optimizing the battery remains on the screen even if it is set as not allowed The problem will be in emui 9.1.0 because for other mobile phone it works, how can I be helped for this bug  ?",0.837874,0,,,,,,,,,
"Great & working app. There have been a lot's of improvements and stabilisation. Though, the main feature I use is the (camera) auto upload and there are still holes in the raquette. Indeed sometimes it misses pics. It results in part of the pics only being uploaded. I don't see them in the errors and no way to trigger again the autoupload. An rsync like feature would be handy in such case to be fail safe.",Not able to use multiple accounts. I log into a second account and it removes the first. I exit the app and go back in and it has me log back in.,0.7516397,0,,,,,,,,,
"Great & working app. There have been a lot's of improvements and stabilisation. Though, the main feature I use is the (camera) auto upload and there are still holes in the raquette. Indeed sometimes it misses pics. It results in part of the pics only being uploaded. I don't see them in the errors and no way to trigger again the autoupload. An rsync like feature would be handy in such case to be fail safe.","\""""Message\"""":\""""This resource only supports valid vCard or jCard data. Parse error: Invalid Mimedir file. Line starting at 73 did not follow iCalendar\\\/vCard conventions\""""",0.74402833,0,44,,,,,,,,
"Good app overall but auto upload still doesn't work. Sony Xperia Z5 on Android 7. Even with auto upload turned on, settings and folders selected, nothing happens when I take a photo. Keep trying :-)",Not auto uploading and app (android) crashing every time i turn auto upload on or off a folder ,0.6960747,1,,,,,,,,,
"Good app overall but auto upload still doesn't work. Sony Xperia Z5 on Android 7. Even with auto upload turned on, settings and folders selected, nothing happens when I take a photo. Keep trying :-)",Autoupload of images does not work when SD card is selected as the download destination of photos by camera app,0.6885996,1,,,,,,,,,
"Good app overall but auto upload still doesn't work. Sony Xperia Z5 on Android 7. Even with auto upload turned on, settings and folders selected, nothing happens when I take a photo. Keep trying :-)","Auto upload deletes despite setting ""move to app folder""",0.6840428,1,45,,,,,,,,
"After downloaded it, I've trying to login in, it's prompt me enter URL, password and account, but all I can do is just enter URL, after enter URL, it said wrong account and password, but nothing I can do to enter both...",Not able to use multiple accounts. I log into a second account and it removes the first. I exit the app and go back in and it has me log back in.,0.66778934,0,,,,,,,,,
"After downloaded it, I've trying to login in, it's prompt me enter URL, password and account, but all I can do is just enter URL, after enter URL, it said wrong account and password, but nothing I can do to enter both...",It's back to login screen when login my nextcloud server,0.5834336,1,,,,,,,,,
"After downloaded it, I've trying to login in, it's prompt me enter URL, password and account, but all I can do is just enter URL, after enter URL, it said wrong account and password, but nothing I can do to enter both...",App crashes when trying to upload file without setting up an account first,0.5787127,0,46,,,,,,,,
Works on all of my devices except for this tablet. Can't get it past am initial login and refresh of an account and it never wants to clear out old data. Not happy. Works better through my web browser.,Not able to use multiple accounts. I log into a second account and it removes the first. I exit the app and go back in and it has me log back in.,0.69356275,0,,,,,,,,,
Works on all of my devices except for this tablet. Can't get it past am initial login and refresh of an account and it never wants to clear out old data. Not happy. Works better through my web browser.,App crashes when trying to upload file without setting up an account first,0.68406737,0,,,,,,,,,
Works on all of my devices except for this tablet. Can't get it past am initial login and refresh of an account and it never wants to clear out old data. Not happy. Works better through my web browser.,Retry failed uploads automatically if mobile data connection comes back/gets enabled by user,0.673815,0,47,,,,,,,,
"Not working for me, I can log, manual upload but if I want tu upload more then 10 photos, after a few stops uploading them. Auto upload is not working as well. I disable battery performance, I added all the permissions, etc. I am on android 9.","Allow upload & editing, File Upload,Password Protect Option is not working(url not generated correctly) on android and windows",0.6880548,1,,,,,,,,,
"Not working for me, I can log, manual upload but if I want tu upload more then 10 photos, after a few stops uploading them. Auto upload is not working as well. I disable battery performance, I added all the permissions, etc. I am on android 9.",Retry failed uploads automatically if mobile data connection comes back/gets enabled by user,0.6778723,1,,,,,,,,,
"Not working for me, I can log, manual upload but if I want tu upload more then 10 photos, after a few stops uploading them. Auto upload is not working as well. I disable battery performance, I added all the permissions, etc. I am on android 9.",Not able to use multiple accounts. I log into a second account and it removes the first. I exit the app and go back in and it has me log back in.,0.67408925,0,48,,,,,,,,
"Auto Upload hasn't worked in quite some time.  Even manually moving files to the InstantShared folders has no effect.  Those files aren't even viewable in the app, but are seen there by a file manager.  Would be nice if that was fixed.  Great overall platform though.",Auto-uploaded files that are moved to app folder are deleted from local storage the next time the folder is viewed in the app,0.6714309,1,,,,,,,,,
"Auto Upload hasn't worked in quite some time.  Even manually moving files to the InstantShared folders has no effect.  Those files aren't even viewable in the app, but are seen there by a file manager.  Would be nice if that was fixed.  Great overall platform though.",Auto upload does not work without google play services for encrypted files and folders.,0.6628316,0,,,,,,,,,
"Auto Upload hasn't worked in quite some time.  Even manually moving files to the InstantShared folders has no effect.  Those files aren't even viewable in the app, but are seen there by a file manager.  Would be nice if that was fixed.  Great overall platform though.",Switching accounts while uploading files doesn't update the main app file view after,0.66256374,1,49,,,,,,,,
Used to work great now you it just crashes every time you try to log on,App crashes every time I try to create a new folder,0.7007877,0,,,,,,,,,
Used to work great now you it just crashes every time you try to log on,3.0.0: app is crashing whenever I try and enter certain folders,0.6814088,0,,,,,,,,,
Used to work great now you it just crashes every time you try to log on,The client crashes every time when trying to change the remote directory under automatic upload,0.67890096,0,50,,,,,,,,
"even when disabling ALL automatic uploads, it still tries to upload files.",App stops unexpectedly upon retrying uploads,0.6724535,0,,,,,,,,,
"even when disabling ALL automatic uploads, it still tries to upload files.",App crashes when trying to upload file without setting up an account first,0.6687217,0,,,,,,,,,
"even when disabling ALL automatic uploads, it still tries to upload files.",AutoUpload tries to upload although mobile data is turned off,0.66784525,1,51,,,,,,,,
"Nice, getting better with every version. Auto upload still not totally reliable. A good feature would be implementing file details with metadata support (the kind of details that the Metadata app is providing on the web UI, like EXIF - not sure if it's possible to get the information via that App when it is installed?).",App (All versions)  crashes frequently if there are files/folders in the user folder root that are shared in chat,0.68338156,0,,,,,,,,,
"Nice, getting better with every version. Auto upload still not totally reliable. A good feature would be implementing file details with metadata support (the kind of details that the Metadata app is providing on the web UI, like EXIF - not sure if it's possible to get the information via that App when it is installed?).",Incorrect filenames sharing files to the Nextcloud app due to different Android versions / file managers,0.67996,0,,,,,,,,,
"Nice, getting better with every version. Auto upload still not totally reliable. A good feature would be implementing file details with metadata support (the kind of details that the Metadata app is providing on the web UI, like EXIF - not sure if it's possible to get the information via that App when it is installed?).",Auto upload does not work without google play services for encrypted files and folders.,0.67917335,0,52,,,,,,,,
