app,feedback,issue,distance,fitting_issue,temp,,62/150,,Macthing Bug Report,Syncthing,,,,30/50,,feedback,issue,distance,50/100,,,,"        Approach 
 

App   ",T5,,,Sentence T5,,,Sentence miniLM,,,Sentence bert,,,DeepMatcher,,
syncthing,Extremely hard to use,It is difficult to operationalize,0.45547414,TRUE,tp,,,,TRUE,0.45547414,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,Extremely hard to use,Usability miserable,0.38384694,TRUE,tp,,,,TRUE,0.38384694,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,Extremely hard to use,Fantastic App,0.34739813,FALSE,tp,,,42,FALSE,0.34739813,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,Why the hell do I have to enable all the sync and power settings so that I can check setting. Good God this is so basic even windows has it figured out. I remembered now why I started using syncthing-fork. It wasn't stupid. Unfortunately it hasn't been updated to Android 11 yet.,Syncthing Android Does Not Load,0.6607367,FALSE,tp,,,,FALSE,0.6607367,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,Why the hell do I have to enable all the sync and power settings so that I can check setting. Good God this is so basic even windows has it figured out. I remembered now why I started using syncthing-fork. It wasn't stupid. Unfortunately it hasn't been updated to Android 11 yet.,Synchronization does not work at all Android <> Linux,0.6509819,FALSE,tp,,,,FALSE,0.6509819,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,Why the hell do I have to enable all the sync and power settings so that I can check setting. Good God this is so basic even windows has it figured out. I remembered now why I started using syncthing-fork. It wasn't stupid. Unfortunately it hasn't been updated to Android 11 yet.,Android Syncthing is disabled after setting run condition to only run on wifi ??,0.62879777,FALSE,tp,,,43,FALSE,0.62879777,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,It is hard to use. And especially why does folder names turn to white? They create so much confusion.,Alternative folder name,0.55725205,FALSE,tp,,,,FALSE,0.55725205,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,It is hard to use. And especially why does folder names turn to white? They create so much confusion.,Illegal characters in folder name on auto accept,0.5554813,FALSE,tp,,,,FALSE,0.5554813,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,It is hard to use. And especially why does folder names turn to white? They create so much confusion.,unicode folder name support on android,0.5535262,FALSE,tp,,,44,FALSE,0.5535262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,"works or not in unpredictable ways. disconnect while transfering, sometimes refuses to start asking for more permissions, sometimes does not recognize other computers, i spent hours in frustration and finally found countless people having similar issues with it, and a development team hell bent on silencing critics rather than fixing issues. Don't waste your time.",Transfer very slow,0.49159634,FALSE,tp,,,,FALSE,0.49159634,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,"works or not in unpredictable ways. disconnect while transfering, sometimes refuses to start asking for more permissions, sometimes does not recognize other computers, i spent hours in frustration and finally found countless people having similar issues with it, and a development team hell bent on silencing critics rather than fixing issues. Don't waste your time.",Transfer rates are broken,0.43414092,FALSE,tp,,,,FALSE,0.43414092,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,"works or not in unpredictable ways. disconnect while transfering, sometimes refuses to start asking for more permissions, sometimes does not recognize other computers, i spent hours in frustration and finally found countless people having similar issues with it, and a development team hell bent on silencing critics rather than fixing issues. Don't waste your time.","Better distinction between actual transfers, vs local cloning",0.4232961,FALSE,tp,,,45,FALSE,0.4232961,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,I just wanted to rsync photos to my Linux box but it won't. Seems like I have to install something on the pc. It's got ssh. That should suffice.,"Syncthing ""read-only"" Windows folder(s) to / through Linux servers",0.40130907,TRUE,tp,,,,TRUE,0.40130907,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,I just wanted to rsync photos to my Linux box but it won't. Seems like I have to install something on the pc. It's got ssh. That should suffice.,Synchronize with mounted USB HDD,0.37434024,FALSE,tp,,,,FALSE,0.37434024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,I just wanted to rsync photos to my Linux box but it won't. Seems like I have to install something on the pc. It's got ssh. That should suffice.,Synchronization does not work at all Android <> Linux,0.37332922,TRUE,tp,,,46,TRUE,0.37332922,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,It doesn't work. Try to open it and it says that it's disabled. Really? HTF do u ENABLE it? Deleting it.,Nothing works anymore,0.53753203,TRUE,tp,,,,TRUE,0.53753203,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,It doesn't work. Try to open it and it says that it's disabled. Really? HTF do u ENABLE it? Deleting it.,Settings is blank,0.4657782,FALSE,tp,,,,FALSE,0.4657782,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,It doesn't work. Try to open it and it says that it's disabled. Really? HTF do u ENABLE it? Deleting it.,"enable ""File Versioning"" by default...",0.4476844,FALSE,tp,,,47,FALSE,0.4476844,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,Still can not write to ext sd card. Beside these major issues it is working very well. Maybe you can spend some time on this feature please.,SD card in android cannot be writed,0.6709509,TRUE,tp,,,,TRUE,0.6709509,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,Still can not write to ext sd card. Beside these major issues it is working very well. Maybe you can spend some time on this feature please.,Phone soft reboots continuesly when trying to write to sdcard,0.5582628,FALSE,tp,,,,FALSE,0.5582628,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,Still can not write to ext sd card. Beside these major issues it is working very well. Maybe you can spend some time on this feature please.,Syncthing makes ext4 fs read only afer short time,0.47186816,FALSE,tp,,,48,FALSE,0.47186816,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,"After installing the app, it reported it was disabled. With no information on the error message why the whole app was disabled, or what to do.",new version android app not work,0.46710867,FALSE,tp,,,,FALSE,0.46710867,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,"After installing the app, it reported it was disabled. With no information on the error message why the whole app was disabled, or what to do.",android app crashes when started,0.46063843,FALSE,tp,,,,FALSE,0.46063843,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,"After installing the app, it reported it was disabled. With no information on the error message why the whole app was disabled, or what to do.",iOS App,0.45812678,FALSE,tp,,,49,FALSE,0.45812678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,Can not write to SD card. Constantly says it is disabled and refuses to run.,SD card in android cannot be writed,0.73164,TRUE,tp,,,,TRUE,0.73164,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,Can not write to SD card. Constantly says it is disabled and refuses to run.,Phone soft reboots continuesly when trying to write to sdcard,0.6727381,FALSE,tp,,,,FALSE,0.6727381,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,Can not write to SD card. Constantly says it is disabled and refuses to run.,Fails to delete read-only files,0.469201,FALSE,tp,,,50,FALSE,0.469201,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,"Syncthing works great under both Windows and LINUX but the Android version seems not ready for prime time: Syncing to/from SD card does not work and it is very hard to figure out what is going on in case of sync problems. Once external storage is supported I 'll be happy to try it again. For now, I need a different solution.",Syncthing for Windows won't sync with Android or ARM/Linux,0.77018833,TRUE,tp,,,,TRUE,0.77018833,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,"Syncthing works great under both Windows and LINUX but the Android version seems not ready for prime time: Syncing to/from SD card does not work and it is very hard to figure out what is going on in case of sync problems. Once external storage is supported I 'll be happy to try it again. For now, I need a different solution.",Synchronization does not work at all Android <> Linux,0.7211878,FALSE,tp,,,,FALSE,0.7211878,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,"Syncthing works great under both Windows and LINUX but the Android version seems not ready for prime time: Syncing to/from SD card does not work and it is very hard to figure out what is going on in case of sync problems. Once external storage is supported I 'll be happy to try it again. For now, I need a different solution.",Unhelpful error message about Android not allowing syncing to external storage,0.7062912,TRUE,tp,,,51,TRUE,0.7062912,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,"Stopped syncing new files from PC node after recent update, but correctly removes files if they removed from source.","Files that are updated on remote nodes, that were previously ignored, are not synced.",0.6968814,TRUE,tp,,,,TRUE,0.6968814,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,"Stopped syncing new files from PC node after recent update, but correctly removes files if they removed from source.","A file deleted from all nodes may exist in the ""out of sync"" list",0.6789315,FALSE,tp,,,,FALSE,0.6789315,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncthing,"Stopped syncing new files from PC node after recent update, but correctly removes files if they removed from source.","SyncThing needs to drop unsupported files, especially after they've been deleted from the sync source...",0.6698634,TRUE,tp,,,52,TRUE,0.6698634,,,,,,,,,,,,,,,,,,,,,,,,,,,,
