feedback,issue,distance,,23/150,,,,,,,,,17/100,,,Matching Bug Result,Firefox,Matching Bug Result,Nextcloud,Matching Bug Result,Signal,Matching Bug Result,VLC,Matching Bug Result,TOTAL
"almost all of addons are not available for installation? what the hell happened,I keep getting connection failed error.i can't even install adguard extension...",Several robocop tests fail with: resource name: 'browser_toolbar' is not found!,[0.8633344],0,,,,,,,Since the update the app crashes non stop and its so bad it messes up the crash report and the rest of my phone. It is straight trash someone should be fired for coding this garbage.,"Intermittent image-no-useful-extension-with-type.html | This test left crash dumps behind, but we weren't expecting it to! |  Shutdown | application crashed [unknown top frame]",[0.8295083],1,,,FALSE,0.7178967,FALSE,0.7931721,FALSE,0.786656,FALSE,0.7481539,TRUE,0.63817275
"almost all of addons are not available for installation? what the hell happened,I keep getting connection failed error.i can't even install adguard extension...",Intermittent autophone-s1s2 | Failed to get all measurements,[0.8470971],0,,,,,,,crashes nearly every time I use it for an extended period.,[meta] Fennec is overdrawn many times,[0.7794521],0,,,FALSE,0.8063672,FALSE,0.7586096,FALSE,0.7808037,FALSE,0.78181446,TRUE,0.605291
"almost all of addons are not available for installation? what the hell happened,I keep getting connection failed error.i can't even install adguard extension...",Always show popups does not work after quitting and retriggering from a link,[0.8457737],0,,,,,,,crashes nearly every time I use it for an extended period.,Fixed position is busted on Nightly,[0.7784399],0,,,FALSE,0.8637895,FALSE,0.72492874,FALSE,0.77939355,FALSE,0.7562554,TRUE,0.7637931
I don't waste time with systems that don't work. Avoid the headaches don't waste time on this browser. Firefox not accepting my signin password so I cannot setup firefox as my browser. Firefox makes it almost impossible to get help.,On Facebook in comments YOU CAN NOT EDIT THE CURSER WILL NOT click and blink at the word being edited to fix a messed up typo .I thought by now Firefox would have fived the problem its really anoring you can't fix typos cause FIREFOX BUG .,[0.88805854],0,,,,,,,"Slow, bad ui, and crashes a LOT. Horrible replacement for chrome in it's current state, Opera is faster and more stable.","Very slow, choppy performance of SVG compared to Chrome on same device (example included)",[0.81680405],1,,,FALSE,0.85221934,FALSE,0.71496975,FALSE,0.77171254,FALSE,0.735901,TRUE,0.7150563
I don't waste time with systems that don't work. Avoid the headaches don't waste time on this browser. Firefox not accepting my signin password so I cannot setup firefox as my browser. Firefox makes it almost impossible to get help.,"Firefox must not delete downloaded files when ""Clear privacy data on exit"" is enabled",[0.8589835],0,,,,,,,"Slow, bad ui, and crashes a LOT. Horrible replacement for chrome in it's current state, Opera is faster and more stable.",Firefox slow to open and uses more resources then it should (semi-freeze),[0.78967714],1,,,FALSE,0.8440298,FALSE,0.62457883,FALSE,0.7365017,FALSE,0.7234957,TRUE,0.6582531
I don't waste time with systems that don't work. Avoid the headaches don't waste time on this browser. Firefox not accepting my signin password so I cannot setup firefox as my browser. Firefox makes it almost impossible to get help.,There is no way to see crash report id on unrooted android if Firefox is not usable itself,[0.83961844],0,,,,,,,"It is the best browser for android, shame it started crashing after 2 minutes of usage since the last update. Edit: a popup blocker seems to cause crashing, 4 stars for now.",Firefox 45.0.1 crashes very often on my LG E460 (Android 4.1.2). It did the same even with previous versions.,[0.7810787],1,,,FALSE,0.7951081,FALSE,0.6187221,FALSE,0.77659184,FALSE,0.6805408,TRUE,0.8014606
Not optimised for desktop modes like Samsung DeX. Scaling is terrible and there is no right-click functionality with a mouse. Will continue to use Samsung Internet instead.,"Lightweight theme previews do not work on Firefox for Android, breaking the preview/install flow",[0.89263475],0,,,,,,,"It is the best browser for android, shame it started crashing after 2 minutes of usage since the last update. Edit: a popup blocker seems to cause crashing, 4 stars for now.","I installed firefox beta in my tablet and whenever I try to open it , closes after 2 seconds ,",[0.77655363],1,,,FALSE,0.78804517,FALSE,0.6162783,FALSE,0.7625494,FALSE,0.75454617,TRUE,0.6895952
Not optimised for desktop modes like Samsung DeX. Scaling is terrible and there is no right-click functionality with a mouse. Will continue to use Samsung Internet instead.,"[Android O] Temporary disable ""Add to Home screen doesn't work on any version of Firefox",[0.88723004],0,,,,,,,"I am trying to add an ad blocker and it leads to a page suggesting ads suitable for me. I dont really know what I am doing , except going round in circles!",Doorhanger directional arrow from the site-identity popup needs re-allignment due to Reader Mode icon addition,[0.70836186],0,,,FALSE,0.78315514,FALSE,0.76271445,FALSE,0.76588005,FALSE,0.7377126,TRUE,0.6448489
Not optimised for desktop modes like Samsung DeX. Scaling is terrible and there is no right-click functionality with a mouse. Will continue to use Samsung Internet instead.,Unable to build Firefox for Android : arm-linux-androideabi/bin/ld: fatal error: libxul.so: mmap: failed to allocate 1047420952 bytes for output file: Cannot allocate memory,[0.8847439],0,,,,,,,"I am trying to add an ad blocker and it leads to a page suggesting ads suitable for me. I dont really know what I am doing , except going round in circles!","Tip: If you want to change the label on your shortcut, bookmark that page first, then change its title on the Edit Bookmark window. On the Bookmarks panel, do a long tap on that site and choose Add Page Shortcut.",[0.70462203],0,,,FALSE,0.8540969,FALSE,0.7409758,FALSE,0.7451432,FALSE,0.7249194,TRUE,0.7813848
"Browser is so slow at loading pages and crashes the majority of the time I use it. Most of the time I get so frustrated with it that I go and use chrome because I dont have any issuess when I use chrome and I hate chrome and would prefer not to use it. I like the desktop version of firefox, but this mobile version is garbage. I never knew how bad a browser could be until I used this one. Almost every time I try to go to a new page it either takes 5 minutes to load or doesnt load or crashes.",Running xpcshell-test or mochitest-chrome locally usually fails on clean install due to silent pushDir failure,[0.8141973],0,,,,,,,"Extremely high battery drain on my device. There are multiple people on forums everywhere complaining about this, I tried reinstalling, but that was a waste of time and, lost all my FF data because Sync didn't really synchronize my data. Back to finding another browser ffs.","Playing mp3 audio file on Firefox 19 gives error ""Video can't be played because the file is corrupt,"" causes Firefox Beta 20, Aurora, and Nightly builds to immediately crash.",[0.82978904],0,,,FALSE,0.84980005,FALSE,0.73743576,FALSE,0.74251413,FALSE,0.68602633,TRUE,0.74611574
"Browser is so slow at loading pages and crashes the majority of the time I use it. Most of the time I get so frustrated with it that I go and use chrome because I dont have any issuess when I use chrome and I hate chrome and would prefer not to use it. I like the desktop version of firefox, but this mobile version is garbage. I never knew how bad a browser could be until I used this one. Almost every time I try to go to a new page it either takes 5 minutes to load or doesnt load or crashes.",Swiping up (primarily from the lower half of a page) frequently does not work in Firefox beta,[0.80959094],0,,,,,,,"Extremely high battery drain on my device. There are multiple people on forums everywhere complaining about this, I tried reinstalling, but that was a waste of time and, lost all my FF data because Sync didn't really synchronize my data. Back to finding another browser ffs.","Intermittent image-no-useful-extension-with-type.html | This test left crash dumps behind, but we weren't expecting it to! |  Shutdown | application crashed [unknown top frame]",[0.8289688],0,,,FALSE,0.8419471,FALSE,0.8100657,FALSE,0.86754984,FALSE,0.674046,TRUE,0.7233592
"Browser is so slow at loading pages and crashes the majority of the time I use it. Most of the time I get so frustrated with it that I go and use chrome because I dont have any issuess when I use chrome and I hate chrome and would prefer not to use it. I like the desktop version of firefox, but this mobile version is garbage. I never knew how bad a browser could be until I used this one. Almost every time I try to go to a new page it either takes 5 minutes to load or doesnt load or crashes.","Yahoo! Finance message boards load extremely slowly, confuse Firefox.",[0.80055654],0,,,,,,,I am having an awful experience using Firefox on my android cell phone. Firefox keeps loading on my history pages that I have not accessed some of which are unacceptable sites. It also keeps disrupting my work flashing posts and adds. Everyday I have to Uninstal Firefox so that I can work on my cell. This does not happen on my table computer. What is going on is there a virus on this app? Getting very frustrated with Firefox.,Checking for updates in Firefox for Android 'About' page always fails,[0.87019134],0,,,FALSE,0.8633344,FALSE,0.7796407,FALSE,0.8650221,FALSE,0.65796536,TRUE,0.6726285
"The browser always crash for no reason, this version is whacked I swear.",06/03/2012 build instantly crashes every time: Unable to instantiate in loader,[0.88713163],1,,,,,,,I am having an awful experience using Firefox on my android cell phone. Firefox keeps loading on my history pages that I have not accessed some of which are unacceptable sites. It also keeps disrupting my work flashing posts and adds. Everyday I have to Uninstal Firefox so that I can work on my cell. This does not happen on my table computer. What is going on is there a virus on this app? Getting very frustrated with Firefox.,Firefox for Android mobile has a massive bug  Because it keep going close while I am busy on a website,[0.85146415],0,,,FALSE,0.8470971,FALSE,0.77869844,FALSE,0.86320037,FALSE,0.7230692,TRUE,0.7544118
"The browser always crash for no reason, this version is whacked I swear.","Since last update wont load proper page. Crrashes constantly,  runs bad scripts. Very frustrating.",[0.84585124],1,,,,,,,Latest version crashes after 2 mins of usage. Needs to be force quit and restarted to not crash whole phone. When is the next update coming to fix this? I have to install another browser until it's fixed.,2 minute delay when stopping web server after Android browser tests,[0.8200233],0,,,FALSE,0.8457737,FALSE,0.85113263,FALSE,0.7280737,FALSE,0.6986579,TRUE,0.70257986
"The browser always crash for no reason, this version is whacked I swear.","Google Images is severely broken, leading to wrong selected image, no page navigation, image glyphs on swipes",[0.8299564],0,,,,,,,Latest version crashes after 2 mins of usage. Needs to be force quit and restarted to not crash whole phone. When is the next update coming to fix this? I have to install another browser until it's fixed.,Removing an app from the recent apps launched list and re-running the app causes the app to lose internet connection,[0.81798935],0,,,FALSE,0.88805854,FALSE,0.82894194,FALSE,0.7139982,FALSE,0.7213417,TRUE,0.75546885
1. The menu of the selected text does not show all options which the google chrome does. 2. the Pul-down to refresh doesn't work.,Websites found through Google searches do not display correctly. (WAS: TMobile website text entry fields do not show up),[0.89083266],0,,,,,,,"Restore tabs are buggy, my tabs won't close properly and they always come back next time I open Firefox.",Tabs are not restored correctly when restarting Firefox after swiping it out of recents,[0.85985243],0,,,FALSE,0.8589835,FALSE,0.8107617,FALSE,0.8400246,FALSE,0.69213736,TRUE,0.71199423
1. The menu of the selected text does not show all options which the google chrome does. 2. the Pul-down to refresh doesn't work.,"clicking ""next"" links on FreeBSD handbook pages doesn't work",[0.889068],0,,,,,,,"Restore tabs are buggy, my tabs won't close properly and they always come back next time I open Firefox.",keep getting parse error when trying to install Firefox nightly on my kindle fire,[0.85399854],0,,,FALSE,0.83961844,FALSE,0.82395506,FALSE,0.8139837,FALSE,0.6862341,TRUE,0.7846899
1. The menu of the selected text does not show all options which the google chrome does. 2. the Pul-down to refresh doesn't work.,"Android firefox (v47.0 & later) doesn't work correctly with google image searches when using ""Desktop view"".",[0.88332283],0,,,,,,,"When I download a file, I have 2 notifications. One says the download completed, and another one animated saying the file is at 90% (sometime 98, 89,..) and it never leaves the notification bar. The file is correctly downloaded, but the notification doesnt disappear until I disable notification for FF","File-save tabs remain open after download starts, creates duplicate download whenever tab reactivated",[0.75066394],0,,,FALSE,0.89263475,FALSE,0.7737334,FALSE,0.83416426,FALSE,0.81138605,TRUE,0.7732083
"Slow and with updates getting all the time more complicated to use. Still, is my go to browser, my only browser which I use when I need to trust the browser, f.ex shopping etc.",Youtube search extremely slow with Request desktop mode and new youtube layout,[0.78399855],0,,,,,,,"When I download a file, I have 2 notifications. One says the download completed, and another one animated saying the file is at 90% (sometime 98, 89,..) and it never leaves the notification bar. The file is correctly downloaded, but the notification doesnt disappear until I disable notification for FF","After latest update,  clicking on a top sites icon only opens if clicked twice",[0.74008644],0,,,FALSE,0.88723004,FALSE,0.76652956,FALSE,0.8309875,FALSE,0.80365777,TRUE,0.68865883
"Slow and with updates getting all the time more complicated to use. Still, is my go to browser, my only browser which I use when I need to trust the browser, f.ex shopping etc.",Apps are super slow when installed and run from Marketplace,[0.77761424],1,,,,,,,,,,,,,FALSE,0.8847439,FALSE,0.7175833,FALSE,0.8268169,FALSE,0.78288776,TRUE,0.77653193
"Slow and with updates getting all the time more complicated to use. Still, is my go to browser, my only browser which I use when I need to trust the browser, f.ex shopping etc.","Repeated notifications to upgrade web apps, always fails",[0.76901597],0,,,,,,,,,,,,,FALSE,0.8141973,FALSE,0.7879698,FALSE,0.7586586,FALSE,0.63875777,TRUE,0.7765287
"everytime I search directly in the address bar, either I need to do it again cause the browser doesn't detect the search, or I have to wait until the page is loaded to see if the web page was even doing anything in the first place. but otherwise, Mozilla is fantastic. Great mission. Good UI","Visit http://peacekeeper.futuremark.com/,then click ""test your browser go"",it will always pop up the window""Are you sure? This page asks you to confirm that you want to leave - data you entered could not be saved.""after running some tests.",[0.81139815],0,,,,,,,,,,,,,FALSE,0.80959094,FALSE,0.76360404,FALSE,0.75192696,FALSE,0.6365278,TRUE,0.77223617
"everytime I search directly in the address bar, either I need to do it again cause the browser doesn't detect the search, or I have to wait until the page is loaded to see if the web page was even doing anything in the first place. but otherwise, Mozilla is fantastic. Great mission. Good UI","When I add a site to my homescreen it's ok for a few days then the symbol become the firefox symbol and I end up with a sea of Firefox symbols, why is this happening? It happen on my s3 and now my s5. Until this bug is fixed It's not worth using Firefox.",[0.8001213],0,,,,,,,,,,,,,FALSE,0.80055654,FALSE,0.8358617,FALSE,0.73862493,FALSE,0.6199726,TRUE,0.70019114
"everytime I search directly in the address bar, either I need to do it again cause the browser doesn't detect the search, or I have to wait until the page is loaded to see if the web page was even doing anything in the first place. but otherwise, Mozilla is fantastic. Great mission. Good UI","""Entanglement"" web app causes continuous warnings about ""Aborting update due to more relevant display-port in event queue""",[0.79036844],0,,,,,,,,,,,,,FALSE,0.8299564,FALSE,0.83263505,FALSE,0.81362414,FALSE,0.7415322,TRUE,0.6470854
Videos or songs don't stop playing after you shut down the app. Have to force stop or turn volume off to stop.,Exiting youtube player fullscreen mode causes the app to be unresponsive and eventually display a Force close dialog,[0.7653441],0,,,,,,,,,,,,,FALSE,0.89083266,FALSE,0.8283477,FALSE,0.8109076,FALSE,0.71936345,FALSE,0.8655933
Videos or songs don't stop playing after you shut down the app. Have to force stop or turn volume off to stop.,Media controls shown on WebRTC pause playback swipe away notification no way to resume playback,[0.7458941],0,,,,,,,,,,,,,FALSE,0.889068,FALSE,0.8004468,FALSE,0.8108261,FALSE,0.70255685,FALSE,0.8493283
Videos or songs don't stop playing after you shut down the app. Have to force stop or turn volume off to stop.,Remove front-end permissions checks for click-to-play plugins once the platform does it for us,[0.74296755],0,,,,,,,,,,,,,FALSE,0.88332283,FALSE,0.78582096,FALSE,0.7776916,FALSE,0.7776044,FALSE,0.68784845
"I'm trying to cast to my roku, but there is no casting tab when I try to browse movies online.","The keyboard is not triggered when tapping on Search button, after accessing youtube.com from Top Sites panel",[0.784587],0,,,,,,,,,,,,,FALSE,0.78399855,FALSE,0.76581997,FALSE,0.73699045,FALSE,0.7441256,FALSE,0.64029837
"I'm trying to cast to my roku, but there is no casting tab when I try to browse movies online.",thumbnail for videos don't scroll on dailyshow.com,[0.778907],0,,,,,,,,,,,,,FALSE,0.76901597,FALSE,0.71085685,FALSE,0.73466384,FALSE,0.7435753,FALSE,0.91532826
"I'm trying to cast to my roku, but there is no casting tab when I try to browse movies online.","Plugin click-to-play ""don't ask again for this site"" checkbox does not work for file URIs",[0.774463],0,,,,,,,,,,,,,FALSE,0.81139815,FALSE,0.7044301,FALSE,0.70334494,FALSE,0.7705097,FALSE,0.9143672
"Not keen on firefox as a obile device browser. I was unable to download any pdf document, which as a uni student is very frustrating.",Unable to build Firefox for Android : arm-linux-androideabi/bin/ld: fatal error: libxul.so: mmap: failed to allocate 1047420952 bytes for output file: Cannot allocate memory,[0.86992276],0,,,,,,,,,,,,,FALSE,0.8001213,FALSE,0.69673353,FALSE,0.692597,FALSE,0.80572224,FALSE,0.9131682
"Not keen on firefox as a obile device browser. I was unable to download any pdf document, which as a uni student is very frustrating.",Firefox iinadvertently and frequently ceases to work. Force stopping doesnt show up. Reinstalling the app has not helped so far.,[0.8693018],0,,,,,,,,,,,,,FALSE,0.79036844,FALSE,0.8109878,FALSE,0.6844207,FALSE,0.7747444,FALSE,0.87501407
"Not keen on firefox as a obile device browser. I was unable to download any pdf document, which as a uni student is very frustrating.",Bad experience with no Firefox browser installed,[0.8674152],0,,,,,,,,,,,,,FALSE,0.7653441,FALSE,0.7609781,FALSE,0.840908,FALSE,0.7722922,FALSE,0.85044706
was once best browser for android... now it got worse than before.... the extensions are not available for android ... when I hit on add-ons it shows me windows as platform...most extensions don't work... and flash support has been removed... after latest update it started to lag and crash on s9 plus android 9.0... Firefox was best for android...few years back.... did you have to mess it up like that?,"Android firefox (v47.0 & later) doesn't work correctly with google image searches when using ""Desktop view"".",[0.8708521],0,,,,,,,,,,,,,FALSE,0.7458941,FALSE,0.8191939,FALSE,0.83610225,FALSE,0.74279386,FALSE,0.8454777
was once best browser for android... now it got worse than before.... the extensions are not available for android ... when I hit on add-ons it shows me windows as platform...most extensions don't work... and flash support has been removed... after latest update it started to lag and crash on s9 plus android 9.0... Firefox was best for android...few years back.... did you have to mess it up like that?,"Firefox for Android build fail while linking with error: ""Memory exhausted""",[0.85884553],0,,,,,,,,,,,,,FALSE,0.74296755,FALSE,0.7999233,FALSE,0.8346746,FALSE,0.70169073,FALSE,0.8215986
was once best browser for android... now it got worse than before.... the extensions are not available for android ... when I hit on add-ons it shows me windows as platform...most extensions don't work... and flash support has been removed... after latest update it started to lag and crash on s9 plus android 9.0... Firefox was best for android...few years back.... did you have to mess it up like that?,Android 7.1.2. It's most of the time even worse than in this picture: https://imgur.com/a/amXWr  Something like 40%. Had to switch to another browser in a meanwhile until it get fixed. Can I help you by sending some data or anything?,[0.846565],0,,,,,,,,,,,,,FALSE,0.784587,FALSE,0.77760214,FALSE,0.7998177,FALSE,0.6763216,FALSE,0.81787753
"It's the slowest app on the planet. I've used it for years, for its ability to copy a file into a pdf. But the initial speed was always slow. I have it paired with my weather app. now and it takes a whole minute to 2 minutes to work the radar function.","Firefox for android is slow when try to open the first web page, the wait time is more than 1 minute",[0.79408157],1,,,,,,,,,,,,,FALSE,0.778907,FALSE,0.79686975,FALSE,0.7989743,FALSE,0.7375573,FALSE,0.8123524
"It's the slowest app on the planet. I've used it for years, for its ability to copy a file into a pdf. But the initial speed was always slow. I have it paired with my weather app. now and it takes a whole minute to 2 minutes to work the radar function.",My canvas html5 pages work fine until the last update. Now I can only see a white page. In desktop work fine.  I think is because the sound in my page.,[0.74685407],0,,,,,,,,,,,,,FALSE,0.774463,FALSE,0.79350567,FALSE,0.691694,FALSE,0.7364955,FALSE,0.8104981
"It's the slowest app on the planet. I've used it for years, for its ability to copy a file into a pdf. But the initial speed was always slow. I have it paired with my weather app. now and it takes a whole minute to 2 minutes to work the radar function.",Regression: Google is the only installed search engine in ARMv6 Nightly,[0.7369828],0,,,,,,,,,,,,,FALSE,0.86992276,FALSE,0.7827116,FALSE,0.6835056,FALSE,0.72349876,FALSE,0.7622597
Since the update the app crashes non stop and its so bad it messes up the crash report and the rest of my phone. It is straight trash someone should be fired for coding this garbage.,"Android: uninstalling firefox will delete all downloaded files, very annoying",[0.8339422],0,,,,,,,,,,,,,FALSE,0.8693018,FALSE,0.75091386,FALSE,0.7786289,FALSE,0.7203499,FALSE,0.73548204
Since the update the app crashes non stop and its so bad it messes up the crash report and the rest of my phone. It is straight trash someone should be fired for coding this garbage.,"Intermittent image-no-useful-extension-with-type.html | This test left crash dumps behind, but we weren't expecting it to! |  Shutdown | application crashed [unknown top frame]",[0.8295083],1,,,,,,,,,,,,,FALSE,0.8674152,FALSE,0.7445897,FALSE,0.8243599,FALSE,0.680868,FALSE,0.81770456
Since the update the app crashes non stop and its so bad it messes up the crash report and the rest of my phone. It is straight trash someone should be fired for coding this garbage.,"Intermittent test_meta_viewport0.html,test_meta_viewport1.html | This test left crash dumps behind, but we weren't expecting it to! | Shutdown | application crashed [@ 0x44ae9494] | after Assertion failure: work_queue_.empty(), at message_loop.cc:393",[0.8274627],1,,,,,,,,,,,,,FALSE,0.8708521,FALSE,0.7423269,FALSE,0.82309747,FALSE,0.651239,FALSE,0.8175384
crashes nearly every time I use it for an extended period.,[meta] Fennec is overdrawn many times,[0.7794521],0,,,,,,,,,,,,,FALSE,0.85884553,FALSE,0.85853046,FALSE,0.80940235,FALSE,0.7066823,FALSE,0.8109337
crashes nearly every time I use it for an extended period.,Fixed position is busted on Nightly,[0.7784399],0,,,,,,,,,,,,,FALSE,0.846565,FALSE,0.8332063,FALSE,0.7802556,FALSE,0.70327294,FALSE,0.7830008
crashes nearly every time I use it for an extended period.,Today's Nightly crashes shortly after being opened,[0.76497376],1,,,,,,,,,,,,,FALSE,0.74685407,FALSE,0.82415557,FALSE,0.7636996,FALSE,0.69126844,FALSE,0.7812677
"Slow, bad ui, and crashes a LOT. Horrible replacement for chrome in it's current state, Opera is faster and more stable.","Very slow, choppy performance of SVG compared to Chrome on same device (example included)",[0.81680405],1,,,,,,,,,,,,,FALSE,0.7369828,FALSE,0.79931784,FALSE,0.7415354,FALSE,0.74658006,FALSE,0.7749866
"Slow, bad ui, and crashes a LOT. Horrible replacement for chrome in it's current state, Opera is faster and more stable.",Firefox slow to open and uses more resources then it should (semi-freeze),[0.78967714],1,,,,,,,,,,,,,FALSE,0.8339422,FALSE,0.73252344,FALSE,0.7337763,FALSE,0.7302408,FALSE,0.87901264
"Slow, bad ui, and crashes a LOT. Horrible replacement for chrome in it's current state, Opera is faster and more stable.",Scrolling on Android stutters badly compared to Chrome,[0.77993304],0,,,,,,,,,,,,,FALSE,0.7794521,FALSE,0.803215,FALSE,0.729313,FALSE,0.7181413,FALSE,0.8528862
"It is the best browser for android, shame it started crashing after 2 minutes of usage since the last update. Edit: a popup blocker seems to cause crashing, 4 stars for now.",Firefox 45.0.1 crashes very often on my LG E460 (Android 4.1.2). It did the same even with previous versions.,[0.7810787],1,,,,,,,,,,,,,FALSE,0.7784399,FALSE,0.801388,FALSE,0.72721326,FALSE,0.7793682,FALSE,0.87107444
"It is the best browser for android, shame it started crashing after 2 minutes of usage since the last update. Edit: a popup blocker seems to cause crashing, 4 stars for now.","I installed firefox beta in my tablet and whenever I try to open it , closes after 2 seconds ,",[0.77655363],1,,,,,,,,,,,,,FALSE,0.77993304,FALSE,0.7832815,FALSE,0.876132,FALSE,0.7072146,FALSE,0.85435176
"It is the best browser for android, shame it started crashing after 2 minutes of usage since the last update. Edit: a popup blocker seems to cause crashing, 4 stars for now.","Firefox for android is slow when try to open the first web page, the wait time is more than 1 minute",[0.77429783],0,,,,,,,,,,,,,FALSE,0.77429783,FALSE,0.7901135,FALSE,0.8728112,FALSE,0.8152241,FALSE,0.7656392
"I am trying to add an ad blocker and it leads to a page suggesting ads suitable for me. I dont really know what I am doing , except going round in circles!",Doorhanger directional arrow from the site-identity popup needs re-allignment due to Reader Mode icon addition,[0.70836186],0,,,,,,,,,,,,,FALSE,0.70836186,FALSE,0.7658072,FALSE,0.86265457,FALSE,0.761461,FALSE,0.7608535
"I am trying to add an ad blocker and it leads to a page suggesting ads suitable for me. I dont really know what I am doing , except going round in circles!","Tip: If you want to change the label on your shortcut, bookmark that page first, then change its title on the Edit Bookmark window. On the Bookmarks panel, do a long tap on that site and choose Add Page Shortcut.",[0.70462203],0,,,,,,,,,,,,,FALSE,0.70462203,FALSE,0.7637094,FALSE,0.7203109,FALSE,0.73891443,FALSE,0.76992655
"I am trying to add an ad blocker and it leads to a page suggesting ads suitable for me. I dont really know what I am doing , except going round in circles!",[Breakdown] [Feedback] I want to be able to send feedback about by New Tab experience,[0.6957242],0,,,,,,,,,,,,,FALSE,0.6957242,FALSE,0.8050367,FALSE,0.71278,FALSE,0.7798763,FALSE,0.75705016
"Extremely high battery drain on my device. There are multiple people on forums everywhere complaining about this, I tried reinstalling, but that was a waste of time and, lost all my FF data because Sync didn't really synchronize my data. Back to finding another browser ffs.","Playing mp3 audio file on Firefox 19 gives error ""Video can't be played because the file is corrupt,"" causes Firefox Beta 20, Aurora, and Nightly builds to immediately crash.",[0.82978904],0,,,,,,,,,,,,,FALSE,0.82978904,FALSE,0.7685683,FALSE,0.69401485,FALSE,0.75685406,FALSE,0.7537919
"Extremely high battery drain on my device. There are multiple people on forums everywhere complaining about this, I tried reinstalling, but that was a waste of time and, lost all my FF data because Sync didn't really synchronize my data. Back to finding another browser ffs.","Intermittent image-no-useful-extension-with-type.html | This test left crash dumps behind, but we weren't expecting it to! |  Shutdown | application crashed [unknown top frame]",[0.8289688],0,,,,,,,,,,,,,FALSE,0.8289688,FALSE,0.7622352,FALSE,0.8606545,FALSE,0.7491547,FALSE,0.8437635
"Extremely high battery drain on my device. There are multiple people on forums everywhere complaining about this, I tried reinstalling, but that was a waste of time and, lost all my FF data because Sync didn't really synchronize my data. Back to finding another browser ffs.",Firesfox on HTC is always crashed  when open many tabs,[0.82822233],0,,,,,,,,,,,,,FALSE,0.82822233,FALSE,0.7649882,FALSE,0.8582337,FALSE,0.6896332,FALSE,0.83984673
I am having an awful experience using Firefox on my android cell phone. Firefox keeps loading on my history pages that I have not accessed some of which are unacceptable sites. It also keeps disrupting my work flashing posts and adds. Everyday I have to Uninstal Firefox so that I can work on my cell. This does not happen on my table computer. What is going on is there a virus on this app? Getting very frustrated with Firefox.,Checking for updates in Firefox for Android 'About' page always fails,[0.87019134],0,,,,,,,,,,,,,FALSE,0.87019134,FALSE,0.75008,FALSE,0.8366935,FALSE,0.6872276,FALSE,0.8336667
I am having an awful experience using Firefox on my android cell phone. Firefox keeps loading on my history pages that I have not accessed some of which are unacceptable sites. It also keeps disrupting my work flashing posts and adds. Everyday I have to Uninstal Firefox so that I can work on my cell. This does not happen on my table computer. What is going on is there a virus on this app? Getting very frustrated with Firefox.,Firefox for Android mobile has a massive bug  Because it keep going close while I am busy on a website,[0.85146415],0,,,,,,,,,,,,,FALSE,0.85146415,FALSE,0.7931072,FALSE,0.6922548,FALSE,0.79642665,FALSE,0.87480974
I am having an awful experience using Firefox on my android cell phone. Firefox keeps loading on my history pages that I have not accessed some of which are unacceptable sites. It also keeps disrupting my work flashing posts and adds. Everyday I have to Uninstal Firefox so that I can work on my cell. This does not happen on my table computer. What is going on is there a virus on this app? Getting very frustrated with Firefox.,"Troubleshooting Information (about:support) page is messed up (texts missing, layout broken) in Firefox Nightly for Android",[0.84107906],0,,,,,,,,,,,,,FALSE,0.84107906,FALSE,0.78983086,FALSE,0.68279195,FALSE,0.7596623,FALSE,0.8741462
Latest version crashes after 2 mins of usage. Needs to be force quit and restarted to not crash whole phone. When is the next update coming to fix this? I have to install another browser until it's fixed.,2 minute delay when stopping web server after Android browser tests,[0.8200233],0,,,,,,,,,,,,,FALSE,0.8200233,FALSE,0.7754649,FALSE,0.67668295,FALSE,0.7442156,FALSE,0.85523605
Latest version crashes after 2 mins of usage. Needs to be force quit and restarted to not crash whole phone. When is the next update coming to fix this? I have to install another browser until it's fixed.,Removing an app from the recent apps launched list and re-running the app causes the app to lose internet connection,[0.81798935],0,,,,,,,,,,,,,FALSE,0.81798935,FALSE,0.75891364,FALSE,0.7889305,FALSE,0.6592305,FALSE,0.91414165
Latest version crashes after 2 mins of usage. Needs to be force quit and restarted to not crash whole phone. When is the next update coming to fix this? I have to install another browser until it's fixed.,after selecting firefox from 'recently used apps list' browser displays a white screen about 2 second delay and then forces page reload,[0.8022407],0,,,,,,,,,,,,,FALSE,0.8022407,FALSE,0.7483949,FALSE,0.78651834,FALSE,0.62445915,FALSE,0.8644779
"Restore tabs are buggy, my tabs won't close properly and they always come back next time I open Firefox.",Tabs are not restored correctly when restarting Firefox after swiping it out of recents,[0.85985243],0,,,,,,,,,,,,,FALSE,0.85985243,FALSE,0.8119871,FALSE,0.78619725,FALSE,0.6192415,FALSE,0.86142653
"Restore tabs are buggy, my tabs won't close properly and they always come back next time I open Firefox.",keep getting parse error when trying to install Firefox nightly on my kindle fire,[0.85399854],0,,,,,,,,,,,,,FALSE,0.85399854,FALSE,0.7562472,FALSE,0.7967683,FALSE,0.64705175,FALSE,0.8592389
"Restore tabs are buggy, my tabs won't close properly and they always come back next time I open Firefox.",Firesfox on HTC is always crashed  when open many tabs,[0.8498771],0,,,,,,,,,,,,,FALSE,0.8498771,FALSE,0.7383749,FALSE,0.7141975,FALSE,0.64250684,FALSE,0.8474766
